CPUs,Input Parameters,Output,Simulation Time
8,"[[0.1380666710040945, 0.2825714736013715, 0.2928664438136518, 0.17287523754435308, 0.1861171883789429, 0.2461954487375601, 0.2434261171855854, 0.22369570950979434, 0.18420778357041903, 0.30966151442522355, 0.1539740282365478, 0.22490028085173255]]","[[886742700.0, 885945800.0]]",104.07
8,"[[0.1330542696893772, 0.17837033093487703, 0.4125840679046412, 0.12600863190869316, 0.15514290529916944, 0.13453396835994508, 0.2890914344103107, 0.2099299853038011, 0.21001958326456902, 0.24232494705944901, 0.3584914682963578, 0.21192375738817368]]","[[722549300.0, 722546200.0]]",86.49
8,"[[0.13155210904828057, 0.31845369796125345, 0.08518433124123775, 0.2868646657636497, 0.144313425510173, 0.19865955956583517, 0.34089007246317743, 0.21748094977500645, 0.41202783546801813, 0.13068333864093135, 0.09605432614982316, 0.1335814559394502]]","[[868475400.0, 866062100.0]]",87.01
8,"[[0.14009648840184274, 0.2065463906944867, 0.27982015358595413, 0.09374766859185824, 0.06416094684549248, 0.20634520495233205, 0.12524376729910464, 0.12532194041023623, 0.12959375825286346, 0.1390665586455608, 0.18374820230299876, 0.26943889606534144]]","[[99757270.0, 99757260.0]]",84.89
8,"[[0.14159584951146206, 0.020597631899625657, 0.13616704283682374, 0.3028246309156929, 0.19962775386612397, 0.2555681463625052, 0.03503811030119383, 0.13734349626475814, 0.17176523065614693, 0.2503845581563457, 0.20733914575763307, 0.19027969730797992]]","[[105031600.0, 105031600.0]]",88.07
8,"[[0.1370283025366027, 0.11648072965495193, 0.1812927588485249, 0.20787948783473972, 0.2771613134694808, 0.16255403940919605, 0.16698228225851017, 0.24157008706690186, 0.016516353354059793, 0.23075900034085817, 0.1789007686861955, 0.23003560856725794]]","[[845681800.0, 845673800.0]]",83.73
8,"[[0.14513546079821865, 0.15027631455552531, 0.22739599620838966, 0.14843423193485028, 0.29485196427631133, 0.23109019386892513, 0.21006130650797838, 0.057740626850820875, 0.27268543156650515, 0.23690309815068333, 0.09244417238623828, 0.1697040350025557]]","[[845681800.0, 845673800.0]]",83.7
8,"[[0.13632781034492755, 0.23833712208898655, 0.20437931778298823, 0.19670894885215812, 0.2256648729856332, 0.10157796989641955, 0.19863279439372641, 0.23344767186180895, 0.18869522486878373, 0.11251217628978606, 0.20566461584291407, 0.09935855284946628]]","[[289791300.0, 289791100.0]]",84.17
8,"[[0.13530410817393895, 0.16192285289863034, 0.07042090969570708, 0.2351897343333289, 0.10171948059283709, 0.3267602345932652, 0.22340782122411146, 0.2035117269005911, 0.09635575332631974, 0.1862151898393503, 0.23003403741902606, 0.11445505585583368]]","[[858822500.0, 858813200.0]]",84.35
8,"[[0.20199508601979016, 0.18958066809192542, 0.3259932956985815, 0.19835017619945242, 0.1979712005525478, 0.15021903561990418, 0.1931824357591754, 0.19902913363030159, 0.1950948454821664, 0.23683722689138334, 0.21832934146401134, 0.2706506786769634]]","[[899608000.0, 899238400.0]]",84.65
8,"[[0.415086412305381, 0.27850417990115184, 0.24488059187694353, 0.02624589050044082, 0.09738698421426728, 0.29338749628162786, 0.19507373533220634, 0.21820705013485714, 0.3326000257157715, 0.3953091418091291, 0.23976348719892598, 0.1716255374531806]]","[[918236900.0, 916787800.0]]",245.34
8,"[[0.13420489498555332, 0.22138972738181914, 0.19250135699107504, 0.36378554621315135, 0.3299397798676815, 0.2865510818970611, 0.14389858032171926, 0.22660049683982372, 0.3001559530632685, 0.3477248132279328, 0.2810601961470929, 0.2431197645290514]]","[[895176000.0, 895171400.0]]",88.55
8,"[[0.20715472018509878, 0.22397899776693195, 0.278213559461397, 0.1539385291867552, 0.14614192118038163, 0.44228888397776384, 0.20460107862228802, 0.2885507792955387, 0.28372773353244957, 0.11154851260560544, 0.04363791661587196, 0.21265536285622555]]","[[907493100.0, 907459300.0]]",88.84
8,"[[0.21105660825125355, 0.16593976564773735, 0.235582314502655, 0.0806213812114201, 0.2785540075423299, 0.27082817642620594, 0.11625281548338813, 0.3654804583099147, 0.11955661935505714, 0.2455289345234851, 0.19617372271340033, 0.04761127216291547]]","[[8485727.0, 8485727.0]]",92.29
8,"[[0.20432886813787562, 0.24700576878580546, 0.20885676208072249, 0.12373425974278542, 0.21636346480098126, 0.18498716616192643, 0.27947813910428776, 0.1711641603146896, 0.20323355336629953, 0.14235207814168488, 0.3087964774434268, 0.15317488038251298]]","[[903240000.0, 869607300.0]]",91.69
8,"[[0.21175133735433838, 0.23385964034454593, 0.11654813769520686, 0.26034382780656534, 0.18502466920867205, 0.1402244832457905, 0.26020070664254974, 0.27748588035540106, 0.1599204367580413, 0.36884065442229597, 0.16965297304724103, 0.14340367542429946]]","[[716542800.0, 716536000.0]]",92.57
8,"[[0.20273703130633539, 0.2105792440388832, 0.1942647778947239, 0.23381065262880646, 0.2599472963344117, 0.23393023417258285, 0.21624916700705085, 0.1646667612730795, 0.0800870509747135, 0.293786603062463, 0.24372410188404153, 0.3084064274729426]]","[[337733500.0, 337733100.0]]",86.9
8,"[[0.21049346853366435, 0.2905612620208221, 0.14851866833946206, 0.2926388677539766, 0.22721185837097982, 0.22093723128019935, 0.0727789029613197, 0.29390763881099347, 0.16527755370866165, 0.13367304908980915, 0.21979850663172684, 0.24849739688280634]]","[[895176000.0, 893363100.0]]",109.58
8,"[[0.20899029488445342, 0.3103664387867939, 0.2404958193581136, 0.17607745533632857, 0.3260303990329586, 0.17234950049818792, 0.16020277157539878, 0.3074285791132687, 0.2534583575834089, 0.3063044777623351, 0.26029692882052885, 0.09220542931934538]]","[[152080600.0, 152079600.0]]",94.76
8,"[[0.20629470446689255, 0.17621246932874804, 0.17444322454065248, 0.2125205930574408, 0.2035812404343748, 0.09326567548475102, 0.17974289903638196, 0.32964652544013073, 0.24199724626551455, 0.18575920710244484, 0.1157655876453346, 0.2334949232913891]]","[[906878700.0, 906806100.0]]",94.98
8,"[[0.20977624232823455, 0.11057496001498456, 0.26197458273589, 0.13721382194825021, 0.09896015878405753, 0.19061391320886262, 0.31717094528553746, 0.2661933936193551, 0.1444234854419635, 0.19946033215423276, 0.24938847665568434, 0.20056541967438052]]","[[183726600.0, 183724200.0]]",93.74
8,"[[0.20351371238733235, 0.1528048103372916, 0.011266243055324865, 0.384334881814524, 0.12851146263456914, 0.20430830654202384, 0.13457487569815774, 0.19301349853980687, 0.3141610249793649, 0.1934242372535614, 0.26222140270053373, 0.1973617851792074]]","[[194275300.0, 194272200.0]]",94.28
8,"[[0.2055752996019442, 0.2666255598209736, 0.32006273987227407, 0.07037933934027632, 0.1713392017462711, 0.27003358423633383, 0.10380129514247528, 0.18471585517758274, 0.22434289894271103, 0.3296648253260718, 0.12343433890162178, 0.2538300154820281]]","[[883549700.0, 882664200.0]]",94.15
8,"[[0.20014585396784262, 0.04882913226608193, 0.21652467844483497, 0.17154167034426268, 0.24202481072715734, 0.29225526151848186, 0.24984027840832135, 0.15554009102304833, 0.17765681349762102, 0.17926351392844014, 0.16790164209785963, 0.1666625647441553]]","[[266649300.0, 266649000.0]]",122.27
8,"[[0.15218859438559373, 0.27378163272462847, 0.09513938219532557, 0.25245380155058234, 0.2754779085334525, 0.25632964609367687, 0.2546932269117661, 0.30505697410510246, 0.2647121610201401, 0.11995540607606402, 0.18735152877063466, 0.19479133768678533]]","[[778260200.0, 778227500.0]]",88.69
8,"[[0.1391682813729963, 0.1932459795137485, 0.16248164733833334, 0.2546687212785505, 0.23969101549226365, 0.17570866924500148, 0.269946462716115, 0, 0.15294743404206826, 0.191057599502041, 0.15571033340863, 0.336258263215989]]","[[859408500.0, 856523300.0]]",87.25
8,"[[0.16000269122827224, 0.14597831917568055, 0.13053387079080686, 0.20412147056384383, 0.21756640388830525, 0.1992513951609535, 0.13405754515292304, 0.15455512897585838, 0.18165597828091268, 0.2348275906951191, 0.40607379944778066, 0.14015895901171066]]","[[886643700.0, 886615400.0]]",85.77
8,"[[0.15135321419255254, 0.12533293895127545, 0.22425465505321351, 0.18171771861809727, 0.1870043476361621, 0.12303905156707585, 0.11290832689018679, 0.2592144940843297, 0.22681087814687023, 0.18430773859556512, 0.15880395532008507, 0.14961880823421667]]","[[907311100.0, 906833400.0]]",84.05
8,"[[0.14935726596295348, 0.09750135605163017, 0.18532833203424465, 0.30448261319201564, 0.1436953167880273, 0.3120420433887093, 0.17605032341080487, 0.26749980267897744, 0.1372477673652166, 0.24006832192228345, 0.08504576742049504, 0.32103674732730975]]","[[907311100.0, 906833400.0]]",84.6
8,"[[0.154666046625219, 0.06683110377403842, 0.25667244571689696, 0.042679241855743816, 0.2584308952066884, 0.24684266862549636, 0.18809754544724816, 0.1467817349139072, 0.37743442559016926, 0.18907146226247803, 0.22638855890417336, 0.21682995734810026]]","[[722395300.0, 722172000.0]]",86.02
8,"[[0.16091901675853154, 0.2533345019310057, 0.2474129270261753, 0.16388855952160733, 0.12677856270683724, 0.21728870930422556, 0.2704939256083443, 0.17898960373630776, 0, 0.30331254462721285, 0.2857221881508494, 0.02291215170752675]]","[[898337500.0, 897299300.0]]",83.5
8,"[[0.14709519895818604, 0.18547929467897117, 0.05993584192330911, 0.26790203346900054, 0.3273749358310718, 0.16075208625908677, 0.2341705733371555, 0.3592255024293468, 0.1258040213502976, 0.19469486885666012, 0.2727310707149509, 0.1826137010132191]]","[[907311100.0, 906774600.0]]",82.51
8,"[[0.15858082146655916, 0.15657141596287652, 0.16519966258013127, 0.2279868241850579, 0.16841119873991656, 0.2855237396459945, 0.3512922470555071, 0.19961459599308565, 0.1896498846207469, 0.17733196600325696, 0.1449577747775992, 0.2524788955726863]]","[[511786700.0, 511786400.0]]",83.66
8,"[[0.1576825033272754, 0.20097695471072968, 0.12855555116731343, 0.333670432854606, 0.23891350815247084, 0.33034698637156695, 0.16829608252143313, 0.1704840315832376, 0.21177962813106332, 0.33721474760224773, 0.14974114611265088, 0.12212192926036533]]","[[188953200.0, 188953200.0]]",84.03
8,"[[0.15041187211535761, 0.3038346294572958, 0.29778394658900176, 0.14625518678832927, 0.20553944438015215, 0.03779216434160021, 0.20186413757602392, 0.2920399545713461, 0.1744387791733719, 0.3874053377247467, 0.13004214297442496, 0.27684785013057367]]","[[911073000.0, 911020600.0]]",85.76
8,"[[0.15680288307972692, 0.19879174244567266, 0.231431208820175, 0.11463211895317622, 0.06622603592737145, 0.10022315371916639, 0.24946162156898505, 0.1936237770666239, 0.30055516945758276, 0.2470384736143612, 0.1761455181026796, 0.08749499524126116]]","[[294440000.0, 294440000.0]]",99.25
8,"[[0.15370284724688552, 0.2306069201884292, 0.1902946575954641, 0.21955822657014898, 0.09978281482087006, 0.17511198751002066, 0.06135760410693997, 0.28988431729671954, 0.2723859452076117, 0.31936232748387483, 0.2380352171278352, 0.41351810843908854]]","[[506512300.0, 506506100.0]]",88.41
8,"[[0.3298713371108194, 0.16143866350167552, 0.2495111034536892, 0.2555153278673552, 0.3331859558600236, 0.2118833893989229, 0.24353935400355753, 0.19859067778675513, 0.2151221600800072, 0.25702183544845164, 0.10567986826790339, 0.15157343821498345]]","[[891382300.0, 889301800.0]]",84.23
8,"[[0.2823590947966126, 0.13620694328190114, 0.11911003374285166, 0.3509678981073461, 0.10445820512952433, 0.18321769528095103, 0.10984846331112964, 0.2197115326361036, 0.24564663848612453, 0.10264196577069523, 0.1022923990349785, 0.21508239879775934]]","[[891382300.0, 889179600.0]]",85.31
8,"[[0.2728459029169825, 0.2820359971703118, 0, 0.255876419699913, 0.1739866397962247, 0.2777576759895287, 0.27329551872561375, 0.14065762583489755, 0.08944437658653027, 0.21851281127891203, 0.20836381044726968, 0.2739915951425507]]","[[175811.3, 175811.3]]",86.48
8,"[[0.20815305105614193, 0.0880353783098327, 0.14213726757672235, 0.2441494649796389, 0.15617692412238007, 0.24380918808508245, 0.23627688394390642, 0.2580415197000804, 0.2326197057419413, 0.22947364021461714, 0.2976213132715124, 0.12559160497544383]]","[[890373400.0, 890192600.0]]",86.59
