CPUs,Input Parameters,Output,Simulation Time
8,"[[0.27311882470812654, 0.08337150156009446, 0.25444611225489294, 0.2173257693692451, 0.1622013309967438, 0.1691236075526822, 0.2066525365594651, 0.15165891408584925, 0.20203852923235158, 0, 0.1581659445763771, 0.1645045119194478]]","[[52861670.0, 52861670.0]]",5.57
8,"[[0.27010778398290564, 0.2655741280434076, 0.10108583237598835, 0.13703237943145855, 0.09946173981706363, 0.07734513804380232, 0.24466197003469292, 0.16751581233648483, 0.2936854027747113, 0.3448660016230968, 0.27371055174694525, 0.2746303438764201]]","[[64171120.0, 64171120.0]]",5.45
8,"[[0.27157296683188, 0.19636285622756927, 0.23123943568926184, 0.2253938522662404, 0.23311882320673816, 0.3060108237021574, 0.056072345615073765, 0.19799151658714792, 0.21753982160338795, 0.23942305807813097, 0.30433403421338157, 0.30520889235667525]]","[[64171120.0, 64171120.0]]",5.34
8,"[[0.2745940502177967, 0.22628692471364598, 0.19736720573845687, 0, 0.2962927213557746, 0.25278693767004223, 0.13718615141965457, 0.18717352043952423, 0.335797507766852, 0.15362496654387198, 0.1932836973628159, 0.1819247004679933]]","[[58136000.0, 58136000.0]]",5.43
8,"[[0.2708457906087011, 0.1149540723414464, 0.1648613123773175, 0.3009245974243612, 0.1892537660306831, 0.32711696877654667, 0.18806557060611998, 0.12026281078561125, 0.25919107398381847, 0.26709424511541485, 0.25008366876735727, 0.08327871674763496]]","[[63410340.0, 63410340.0]]",5.28
8,"[[0.27265663898616244, 0.39278347678414827, 0.21224570079391944, 0.1528539713751671, 0.13948073565094526, 0.2286716551166945, 0.16049783221762018, 0.1407995406999566, 0.23060889937791829, 0.14164969389678742, 0.11473804660836026, 0.2136897543194155]]","[[64171120.0, 64171120.0]]",5.58
8,"[[0.2741613102103548, 0.16019787087652249, 0.13265460178703065, 0.2704174803577971, 0.20881194380024135, 0.14880444683054553, 0.32366039788197853, 0.0797295142032219, 0.2714699581694999, 0.19806112093122455, 0.09748490677653172, 0.23416990916117922]]","[[52817090.0, 52817090.0]]",5.32
8,"[[0.272286727966521, 0.2161299890428149, 0.30731391086987253, 0.18759220830885207, 0.2549395356818379, 0.08869205140994837, 0.2685896701705451, 0.01271350773450286, 0.24060672112760048, 0.20833906094104926, 0.20594174607433596, 0.12347005072020002]]","[[64171120.0, 64171120.0]]",5.4
8,"[[0.2743739914523556, 0.1410513122261371, 0.24629431530315374, 0.11779081021877828, 0.26296303995512293, 0.28858591513846354, 0.10785619744830392, 0.2116734251713951, 0.2469865741855004, 0.39699437890497435, 0.26347612115936625, 0.17547086766557304]]","[[15998830.0, 15998830.0]]",5.04
8,"[[0.2710705540799011, 0.2524230930742829, 0.212453234845431, 0.253378256846807, 0.16891613240485873, 0.21494493354410046, 0.16911673637278699, 0.2618561355283395, 0.2075511426719855, 0.19101676762417724, 0.008854995855893194, 0.09904640842350536]]","[[63467880.0, 63467880.0]]",4.9
8,"[[0.27349204297048485, 0.20849065817630075, 0.03857179951830833, 0.23869186682816268, 0.19544551650019742, 0.13878164833617979, 0.226115086906505, 0.22950657735285213, 0.26887830214159614, 0.2475724995674775, 0.32379197767450574, 0.1711470416840667]]","[[37096180.0, 37096180.0]]",4.88
8,"[[0.2715037962604485, 0.2914351680705377, 0.17752257725901355, 0.2049670511851218, 0.20262841499458803, 0.20623270340454344, 0.11126242026534758, 0.2228047286342917, 0.2826558644133406, 0.060332831042971186, 0.16593071096125833, 0.29169072688663417]]","[[58193540.0, 58193530.0]]",5.23
8,"[[0.2736427226630602, 0.27689544155181767, 0.3406171046343245, 0.34064219244837046, 0.22653725424961255, 0.1136842544949284, 0.28144409293561545, 0.3216269092625681, 0.22304726133724567, 0.2575441021291449, 0.22987287096651526, 0.2274561854723341]]","[[31821840.0, 31821840.0]]",5.07
8,"[[0.27192327326712484, 0.07792712083675395, 0.12714979116399028, 0.16667356869992014, 0.31047084677495784, 0.19175286642544595, 0.3025275693726902, 0.2942459579068022, 0.39233426012795536, 0.1343339222917685, 0.1417267207980353, 0.1128301405832747]]","[[37096180.0, 37096180.0]]",5.15
8,"[[0.2727313559201734, 0.17890752141015248, 0.15767857945701774, 0.1750971900764505, 0.08412388372772246, 0.2585417560340496, 0.1806989976089647, 0.2829334770150341, 0.3094909557982249, 0.2029670271330894, 0.22411809759657864, 0.21994520521605737]]","[[64171120.0, 64171120.0]]",7.23
8,"[[0.2706190744632925, 0.16216754590941865, 0.28937333349961475, 0.07969165821913554, 0.1309966760098121, 0.18630942956818033, 0.22475647824381798, 0.24516731448835716, 0.2364753154275844, 0.15987760743321625, 0.18623954246155552, 0.28479831958771396]]","[[64171120.0, 64171120.0]]",8.37
8,"[[0.2739153937873471, 0.2227796269502545, 0.23820017994313367, 0.20163008416386793, 0.06696275218240916, 0.33546722494616643, 0.29929058024499344, 0.1050475440517248, 0.10863971077265681, 0.0892509778912703, 0.15118095559795494, 0.14770936742712573]]","[[37096180.0, 37096180.0]]",4.81
8,"[[0.2703383307132482, 0.0965082494372743, 0.20549613295891705, 0.1781796207526207, 0.22079195873793375, 0.2473325207488537, 0.2280310271233014, 0.1700333666502618, 0.1290989753525929, 0.22400923990627752, 0.21190285647622867, 0.13872099727450596]]","[[37096180.0, 37096180.0]]",4.98
8,"[[0.27176744709087575, 0.23252329301152264, 0.14143939616726353, 0.3267071573674062, 0.12151419079579331, 0.17470304745891155, 0.1051923684640448, 0.18788069649348224, 0.16896222973992753, 0.2811428242472891, 0.24241902606662835, 0.02369001378367261]]","[[47211110.0, 47211110.0]]",5.18
8,"[[0.27316706096219806, 0.2555268938233251, 0.17225421972906726, 0.25765022227556844, 0.2706467065307322, 0.32066326289926717, 0.2228662494954913, 0.15442588306865426, 0.15807518680045274, 0.18219809126635342, 0.07906641233502969, 0.24603363894593488]]","[[47211110.0, 47211110.0]]",5.36
8,"[[0.2724460653830766, 0.1272258021666069, 0.08401445868775015, 0.0883476262720554, 0.2460799090719226, 0.08499553169339005, 0.17096738037120282, 0.13769083298269616, 0.18127692064329995, 0.16398930087954594, 0.19974351189945533, 0.19559440202726686]]","[[47211110.0, 47211110.0]]",5.71
8,"[[0.27468681390762195, 0.18987516543284108, 0.29308343223336997, 0.16341911813305232, 0.1779942935361799, 0.05953063240061193, 0.1137063954076823, 0.1768482329366429, 0.1423437185797896, 0.1284272413249184, 0.12413110459458532, 0.2023434629702713]]","[[64171120.0, 64171120.0]]",5.86
8,"[[0.2707522860338968, 0.34557533289714654, 0.2633727484966997, 0.24249770092056444, 0.32848709500457907, 0.1513625475666429, 0.17891995122540047, 0.11629767599447562, 0.06582254228350046, 0.22906611190171597, 0.2922360711255293, 0.3573145341485454]]","[[64171120.0, 64171120.0]]",6.32
8,"[[0.2704223500441314, 0.20254601231793826, 0.1496757889014582, 0.14867925063179838, 0.23894099041452282, 0.2807281625996737, 0.2083710211343749, 0.24794078439090356, 0.17733549588795966, 0.11973368012768862, 0.13218662459042219, 0.12999235618091093]]","[[5280815.0, 5280815.0]]",4.63
8,"[[0.27127443050814426, 0.13432673747047288, 0.40398942328309356, 0.2750777278114148, 0.029580163356617617, 0.14558040837350816, 0.13521832692197538, 0.21247692363693585, 0.089428905043998, 0.17501468752702298, 0.05710820680037415, 0.06549585076324557]]","[[14584120.0, 14584120.0]]",4.92
8,"[[0.27432007528709357, 0.3076864160443178, 0.11690999140664339, 0.1910605231655324, 0.1552456945788542, 0.18178525657752398, 0.06297157431759948, 0.2015799647914511, 0.1936330793213887, 0.21836078182775662, 0.21738483750254414, 0.2085985213075987]]","[[52234090.0, 52234090.0]]",5.2
8,"[[0.2734049381487902, 0.16935585537616232, 0.21940338212331753, 0.29437623138474706, 0.360256358194737, 0.21147377172268622, 0.24266935028873202, 0.23200479115738376, 0, 0.2702175749093797, 0.23628457125378413, 0.23889112150558217]]","[[62782770.0, 62782760.0]]",6.63
8,"[[0.2711267190753038, 0.18498218200980304, 0.07319385256312008, 0.21422330033869494, 0.28014698530603116, 0.11749879408437083, 0.15842246567209137, 0.25874444753123255, 0.15344737001987965, 0.1053598313759633, 0.17293903331430605, 0.32667001156868436]]","[[30407130.0, 30407130.0]]",4.7
8,"[[0.27297821493647995, 0.24450970165238234, 0.2774184809072308, 0.13220434899278638, 0.21451714547939602, 0.1903581277679034, 0.18990305065868066, 0.27902739449048963, 0.1153464199594277, 0.3083168355341277, 0.2562313827115501, 0.18938611997289181]]","[[30407130.0, 30407130.0]]",4.94
8,"[[0.27385129644626327, 0.04355236756242084, 0.1840647968421757, 0.22861851855594267, 0.11096488821680058, 0.21715090252089722, 0.26666270910756507, 0.3806560711404311, 0.16483605745869315, 0.23658871335311316, 0.35689244190552744, 0.15524655185084704]]","[[64171120.0, 64171120.0]]",5.29
8,"[[0.2720223393559391, 0.2851705169522476, 0.2388668878760027, 0.03337131851166664, 0.18428662587580355, 0.25674024840258103, 0.32843083272514934, 0.3192218322502489, 0.13052552078680263, 0.16996229531089863, 0.18022782666949233, 0.2627559448849561]]","[[14634490.0, 14634490.0]]",5.01
8,"[[0.27010778398290564, 0.2655741280434076, 0.10108583237598835, 0.13703237943145855, 0.09946173981706363, 0.07734513804380232, 0.24466197003469292, 0.16751581233648483, 0.2936854027747113, 0.3448660016230968, 0.27371055174694525, 0.2746303438764201]]","[[64171120.0, 64171120.0]]",5.08
8,"[[0.2745940502177967, 0.22628692471364598, 0.19736720573845687, 0, 0.2962927213557746, 0.25278693767004223, 0.13718615141965457, 0.18717352043952423, 0.335797507766852, 0.15362496654387198, 0.1932836973628159, 0.1819247004679933]]","[[32582220.0, 32582220.0]]",5.0
8,"[[0.27311882470812654, 0.08337150156009446, 0.25444611225489294, 0.2173257693692451, 0.1622013309967438, 0.1691236075526822, 0.2066525365594651, 0.15165891408584925, 0.20203852923235158, 0, 0.1581659445763771, 0.1645045119194478]]","[[58953920.0, 58953920.0]]",5.56
8,"[[0.27157296683188, 0.19636285622756927, 0.23123943568926184, 0.2253938522662404, 0.23311882320673816, 0.3060108237021574, 0.056072345615073765, 0.19799151658714792, 0.21753982160338795, 0.23942305807813097, 0.30433403421338157, 0.30520889235667525]]","[[5450150.0, 5450150.0]]",5.25
8,"[[0.27265663898616244, 0.39278347678414827, 0.21224570079391944, 0.1528539713751671, 0.13948073565094526, 0.2286716551166945, 0.16049783221762018, 0.1407995406999566, 0.23060889937791829, 0.14164969389678742, 0.11473804660836026, 0.2136897543194155]]","[[15408690.0, 15408690.0]]",5.64
8,"[[0.2708457906087011, 0.1149540723414464, 0.1648613123773175, 0.3009245974243612, 0.1892537660306831, 0.32711696877654667, 0.18806557060611998, 0.12026281078561125, 0.25919107398381847, 0.26709424511541485, 0.25008366876735727, 0.08327871674763496]]","[[64171120.0, 64171120.0]]",6.45
8,"[[0.2741613102103548, 0.16019787087652249, 0.13265460178703065, 0.2704174803577971, 0.20881194380024135, 0.14880444683054553, 0.32366039788197853, 0.0797295142032219, 0.2714699581694999, 0.19806112093122455, 0.09748490677653172, 0.23416990916117922]]","[[10724490.0, 10724490.0]]",4.73
8,"[[0.272286727966521, 0.2161299890428149, 0.30731391086987253, 0.18759220830885207, 0.2549395356818379, 0.08869205140994837, 0.2685896701705451, 0.01271350773450286, 0.24060672112760048, 0.20833906094104926, 0.20594174607433596, 0.12347005072020002]]","[[61392090.0, 61392090.0]]",4.84
8,"[[0.2706190744632925, 0.16216754590941865, 0.28937333349961475, 0.07969165821913554, 0.1309966760098121, 0.18630942956818033, 0.22475647824381798, 0.24516731448835716, 0.2364753154275844, 0.15987760743321625, 0.18623954246155552, 0.28479831958771396]]","[[64171120.0, 64171120.0]]",4.64
8,"[[0.2743739914523556, 0.1410513122261371, 0.24629431530315374, 0.11779081021877828, 0.26296303995512293, 0.28858591513846354, 0.10785619744830392, 0.2116734251713951, 0.2469865741855004, 0.39699437890497435, 0.26347612115936625, 0.17547086766557304]]","[[38974630.0, 38974630.0]]",4.53
8,"[[0.27349204297048485, 0.20849065817630075, 0.03857179951830833, 0.23869186682816268, 0.19544551650019742, 0.13878164833617979, 0.226115086906505, 0.22950657735285213, 0.26887830214159614, 0.2475724995674775, 0.32379197767450574, 0.1711470416840667]]","[[175811.3, 175811.3]]",5.12
8,"[[0.2715037962604485, 0.2914351680705377, 0.17752257725901355, 0.2049670511851218, 0.20262841499458803, 0.20623270340454344, 0.11126242026534758, 0.2228047286342917, 0.2826558644133406, 0.060332831042971186, 0.16593071096125833, 0.29169072688663417]]","[[64171120.0, 64171120.0]]",4.85
8,"[[0.27222492369786944, 0.15342706718328608, 0.19090648296802024, 0.11254561810326308, 0.14781733724319648, 0.22726617355125656, 0.2839206531410448, 0.07695155087687779, 0.1975671323008703, 0.29576542068241657, 0.2849613214669681, 0.25453377135345157]]","[[51920590.0, 51920590.0]]",29.96
8,"[[0.2727313559201734, 0.17890752141015248, 0.15767857945701774, 0.1750971900764505, 0.08412388372772246, 0.2585417560340496, 0.1806989976089647, 0.2829334770150341, 0.3094909557982249, 0.2029670271330894, 0.22411809759657864, 0.21994520521605737]]","[[14517540.0, 14517540.0]]",5.38
8,"[[0.2710705540799011, 0.2524230930742829, 0.212453234845431, 0.253378256846807, 0.16891613240485873, 0.21494493354410046, 0.16911673637278699, 0.2618561355283395, 0.2075511426719855, 0.19101676762417724, 0.008854995855893194, 0.09904640842350536]]","[[64171120.0, 64171120.0]]",4.63
8,"[[0.2736427226630602, 0.27689544155181767, 0.3406171046343245, 0.34064219244837046, 0.22653725424961255, 0.1136842544949284, 0.28144409293561545, 0.3216269092625681, 0.22304726133724567, 0.2575441021291449, 0.22987287096651526, 0.2274561854723341]]","[[63467880.0, 63467860.0]]",4.68
8,"[[0.27192327326712484, 0.07792712083675395, 0.12714979116399028, 0.16667356869992014, 0.31047084677495784, 0.19175286642544595, 0.3025275693726902, 0.2942459579068022, 0.39233426012795536, 0.1343339222917685, 0.1417267207980353, 0.1128301405832747]]","[[64171120.0, 64171110.0]]",4.67
8,"[[0.27316706096219806, 0.2555268938233251, 0.17225421972906726, 0.25765022227556844, 0.2706467065307322, 0.32066326289926717, 0.2228662494954913, 0.15442588306865426, 0.15807518680045274, 0.18219809126635342, 0.07906641233502969, 0.24603363894593488]]","[[26547510.0, 26547510.0]]",5.41
8,"[[0.2724460653830766, 0.1272258021666069, 0.08401445868775015, 0.0883476262720554, 0.2460799090719226, 0.08499553169339005, 0.17096738037120282, 0.13769083298269616, 0.18127692064329995, 0.16398930087954594, 0.19974351189945533, 0.19559440202726686]]","[[63467880.0, 63467870.0]]",5.46
8,"[[0.27468681390762195, 0.18987516543284108, 0.29308343223336997, 0.16341911813305232, 0.1779942935361799, 0.05953063240061193, 0.1137063954076823, 0.1768482329366429, 0.1423437185797896, 0.1284272413249184, 0.12413110459458532, 0.2023434629702713]]","[[42370520.0, 42370520.0]]",5.69
8,"[[0.2707522860338968, 0.34557533289714654, 0.2633727484966997, 0.24249770092056444, 0.32848709500457907, 0.1513625475666429, 0.17891995122540047, 0.11629767599447562, 0.06582254228350046, 0.22906611190171597, 0.2922360711255293, 0.3573145341485454]]","[[47644860.0, 47644860.0]]",5.19
8,"[[0.27176744709087575, 0.23252329301152264, 0.14143939616726353, 0.3267071573674062, 0.12151419079579331, 0.17470304745891155, 0.1051923684640448, 0.18788069649348224, 0.16896222973992753, 0.2811428242472891, 0.24241902606662835, 0.02369001378367261]]","[[52919200.0, 52919200.0]]",5.28
8,"[[0.2703383307132482, 0.0965082494372743, 0.20549613295891705, 0.1781796207526207, 0.22079195873793375, 0.2473325207488537, 0.2280310271233014, 0.1700333666502618, 0.1290989753525929, 0.22400923990627752, 0.21190285647622867, 0.13872099727450596]]","[[52919200.0, 52919200.0]]",5.23
8,"[[0.27222492369786944, 0.15342706718328608, 0.19090648296802024, 0.11254561810326308, 0.14781733724319648, 0.22726617355125656, 0.2839206531410448, 0.07695155087687779, 0.1975671323008703, 0.29576542068241657, 0.2849613214669681, 0.25453377135345157]]","[[64171120.0, 64171120.0]]",5.71
8,"[[0.2739153937873471, 0.2227796269502545, 0.23820017994313367, 0.20163008416386793, 0.06696275218240916, 0.33546722494616643, 0.29929058024499344, 0.1050475440517248, 0.10863971077265681, 0.0892509778912703, 0.15118095559795494, 0.14770936742712573]]","[[64171120.0, 64171120.0]]",5.78
8,"[[0.2734049381487902, 0.16935585537616232, 0.21940338212331753, 0.29437623138474706, 0.360256358194737, 0.21147377172268622, 0.24266935028873202, 0.23200479115738376, 0, 0.2702175749093797, 0.23628457125378413, 0.23889112150558217]]","[[527433.9, 527433.9]]",4.63
8,"[[0.27432007528709357, 0.3076864160443178, 0.11690999140664339, 0.1910605231655324, 0.1552456945788542, 0.18178525657752398, 0.06297157431759948, 0.2015799647914511, 0.1936330793213887, 0.21836078182775662, 0.21738483750254414, 0.2085985213075987]]","[[62782770.0, 62782760.0]]",4.93
8,"[[0.2704223500441314, 0.20254601231793826, 0.1496757889014582, 0.14867925063179838, 0.23894099041452282, 0.2807281625996737, 0.2083710211343749, 0.24794078439090356, 0.17733549588795966, 0.11973368012768862, 0.13218662459042219, 0.12999235618091093]]","[[62782770.0, 62782760.0]]",5.16
8,"[[0.27127443050814426, 0.13432673747047288, 0.40398942328309356, 0.2750777278114148, 0.029580163356617617, 0.14558040837350816, 0.13521832692197538, 0.21247692363693585, 0.089428905043998, 0.17501468752702298, 0.05710820680037415, 0.06549585076324557]]","[[29007990.0, 29007990.0]]",4.95
8,"[[0.2711267190753038, 0.18498218200980304, 0.07319385256312008, 0.21422330033869494, 0.28014698530603116, 0.11749879408437083, 0.15842246567209137, 0.25874444753123255, 0.15344737001987965, 0.1053598313759633, 0.17293903331430605, 0.32667001156868436]]","[[44831010.0, 44831010.0]]",5.31
8,"[[0.2720223393559391, 0.2851705169522476, 0.2388668878760027, 0.03337131851166664, 0.18428662587580355, 0.25674024840258103, 0.32843083272514934, 0.3192218322502489, 0.13052552078680263, 0.16996229531089863, 0.18022782666949233, 0.2627559448849561]]","[[64171120.0, 64171120.0]]",5.39
8,"[[0.27297821493647995, 0.24450970165238234, 0.2774184809072308, 0.13220434899278638, 0.21451714547939602, 0.1903581277679034, 0.18990305065868066, 0.27902739449048963, 0.1153464199594277, 0.3083168355341277, 0.2562313827115501, 0.18938611997289181]]","[[44831010.0, 44831010.0]]",6.05
8,"[[0.27385129644626327, 0.04355236756242084, 0.1840647968421757, 0.22861851855594267, 0.11096488821680058, 0.21715090252089722, 0.26666270910756507, 0.3806560711404311, 0.16483605745869315, 0.23658871335311316, 0.35689244190552744, 0.15524655185084704]]","[[64171120.0, 64171120.0]]",6.23
8,"[[0.27311882470812654, 0.08337150156009446, 0.25444611225489294, 0.2173257693692451, 0.1622013309967438, 0.1691236075526822, 0.2066525365594651, 0.15165891408584925, 0.20203852923235158, 0, 0.1581659445763771, 0.1645045119194478]]","[[46064390.0, 46064390.0]]",4.65
8,"[[0.27010778398290564, 0.2655741280434076, 0.10108583237598835, 0.13703237943145855, 0.09946173981706363, 0.07734513804380232, 0.24466197003469292, 0.16751581233648483, 0.2936854027747113, 0.3448660016230968, 0.27371055174694525, 0.2746303438764201]]","[[22033540.0, 22033540.0]]",5.38
8,"[[0.2745940502177967, 0.22628692471364598, 0.19736720573845687, 0, 0.2962927213557746, 0.25278693767004223, 0.13718615141965457, 0.18717352043952423, 0.335797507766852, 0.15362496654387198, 0.1932836973628159, 0.1819247004679933]]","[[53679580.0, 53679580.0]]",5.35
8,"[[0.27265663898616244, 0.39278347678414827, 0.21224570079391944, 0.1528539713751671, 0.13948073565094526, 0.2286716551166945, 0.16049783221762018, 0.1407995406999566, 0.23060889937791829, 0.14164969389678742, 0.11473804660836026, 0.2136897543194155]]","[[26445400.0, 26445400.0]]",5.31
8,"[[0.2708457906087011, 0.1149540723414464, 0.1648613123773175, 0.3009245974243612, 0.1892537660306831, 0.32711696877654667, 0.18806557060611998, 0.12026281078561125, 0.25919107398381847, 0.26709424511541485, 0.25008366876735727, 0.08327871674763496]]","[[64171120.0, 64171120.0]]",4.82
8,"[[0.2741613102103548, 0.16019787087652249, 0.13265460178703065, 0.2704174803577971, 0.20881194380024135, 0.14880444683054553, 0.32366039788197853, 0.0797295142032219, 0.2714699581694999, 0.19806112093122455, 0.09748490677653172, 0.23416990916117922]]","[[43130900.0, 43130900.0]]",5.96
8,"[[0.272286727966521, 0.2161299890428149, 0.30731391086987253, 0.18759220830885207, 0.2549395356818379, 0.08869205140994837, 0.2685896701705451, 0.01271350773450286, 0.24060672112760048, 0.20833906094104926, 0.20594174607433596, 0.12347005072020002]]","[[43130900.0, 43130900.0]]",5.35
8,"[[0.27157296683188, 0.19636285622756927, 0.23123943568926184, 0.2253938522662404, 0.23311882320673816, 0.3060108237021574, 0.056072345615073765, 0.19799151658714792, 0.21753982160338795, 0.23942305807813097, 0.30433403421338157, 0.30520889235667525]]","[[175811.3, 175811.3]]",7.63
8,"[[0.27349204297048485, 0.20849065817630075, 0.03857179951830833, 0.23869186682816268, 0.19544551650019742, 0.13878164833617979, 0.226115086906505, 0.22950657735285213, 0.26887830214159614, 0.2475724995674775, 0.32379197767450574, 0.1711470416840667]]","[[4260781.0, 4260781.0]]",4.74
8,"[[0.2706190744632925, 0.16216754590941865, 0.28937333349961475, 0.07969165821913554, 0.1309966760098121, 0.18630942956818033, 0.22475647824381798, 0.24516731448835716, 0.2364753154275844, 0.15987760743321625, 0.18623954246155552, 0.28479831958771396]]","[[17877280.0, 17877280.0]]",4.73
8,"[[0.2743739914523556, 0.1410513122261371, 0.24629431530315374, 0.11779081021877828, 0.26296303995512293, 0.28858591513846354, 0.10785619744830392, 0.2116734251713951, 0.2469865741855004, 0.39699437890497435, 0.26347612115936625, 0.17547086766557304]]","[[5450150.0, 5450150.0]]",5.22
8,"[[0.2715037962604485, 0.2914351680705377, 0.17752257725901355, 0.2049670511851218, 0.20262841499458803, 0.20623270340454344, 0.11126242026534758, 0.2228047286342917, 0.2826558644133406, 0.060332831042971186, 0.16593071096125833, 0.29169072688663417]]","[[5450150.0, 5450150.0]]",4.86
8,"[[0.2727313559201734, 0.17890752141015248, 0.15767857945701774, 0.1750971900764505, 0.08412388372772246, 0.2585417560340496, 0.1806989976089647, 0.2829334770150341, 0.3094909557982249, 0.2029670271330894, 0.22411809759657864, 0.21994520521605737]]","[[27332170.0, 27332170.0]]",5.59
8,"[[0.27192327326712484, 0.07792712083675395, 0.12714979116399028, 0.16667356869992014, 0.31047084677495784, 0.19175286642544595, 0.3025275693726902, 0.2942459579068022, 0.39233426012795536, 0.1343339222917685, 0.1417267207980353, 0.1128301405832747]]","[[58978200.0, 58978200.0]]",4.71
8,"[[0.2710705540799011, 0.2524230930742829, 0.212453234845431, 0.253378256846807, 0.16891613240485873, 0.21494493354410046, 0.16911673637278699, 0.2618561355283395, 0.2075511426719855, 0.19101676762417724, 0.008854995855893194, 0.09904640842350536]]","[[64171120.0, 64171120.0]]",5.57
8,"[[0.2736427226630602, 0.27689544155181767, 0.3406171046343245, 0.34064219244837046, 0.22653725424961255, 0.1136842544949284, 0.28144409293561545, 0.3216269092625681, 0.22304726133724567, 0.2575441021291449, 0.22987287096651526, 0.2274561854723341]]","[[64171120.0, 64171120.0]]",5.64
8,"[[0.08795610493269732, 0.15974142539551608, 0.147303247378126, 0.07813289985724953, 0.15765957086420154, 0.19194963172679028, 0.3272185069906396, 0.16112940955038604, 0.24290505218575786, 0.2687031680469667, 0.1749210550181997, 0.25127804137169074]]","[[62678000.0, 62678000.0]]",4.56
8,"[[0.0809061213575952, 0.1001693392697585, 0.14220486424674472, 0.145612513472486, 0.3088144150758786, 0.24340544032693848, 0.1323499305166354, 0.19244488859391445, 0.22759406266200752, 0.03914768103249422, 0.20704500226509495, 0.18636768884913382]]","[[57403660.0, 57403660.0]]",4.66
8,"[[0.08373230190345272, 0.282242033884797, 0.20437580940757705, 0.292148915206664, 0.20453418854340666, 0.2832985222946487, 0.07456638093380838, 0.17611852143166912, 0.3342977188880527, 0.24514742811552456, 0.1604056266668566, 0.21548637696415776]]","[[64171120.0, 64171120.0]]",4.78
8,"[[0.08543164922908715, 0.12397205660838866, 0.27466649517886466, 0.1485062058014613, 0.28490531184282514, 0.17765642129671777, 0.20342693938010986, 0.1209093940342229, 0.26917980048975976, 0.22223772730271898, 0.12869846245547764, 0.05529840715902584]]","[[64171120.0, 64171120.0]]",5.17
8,"[[0.08615514299362864, 0.25063599468235415, 0.0937111427851237, 0.23749787405150882, 0.09166058345550511, 0.26593234706122887, 0.19404647856324755, 0.04651108483388364, 0.2120144267422912, 0.3001115163760586, 0, 0.11840565685517278]]","[[175811.3, 175811.3]]",4.23
