CPUs,Input Parameters,Output,Simulation Time
32,"[[0.0947775514969011, 0.18444545933532677, 0.24749387185968136, 0.05452794402758948, 0.24156790995743205, 0.17410442355873101, 0.12733272121083178, 0.20852087143057532, 0.32471008454002953, 0.24205858164350297, 0.07474660946941972, 0.1309495049553046]]","[[867326400.0, 862231300.0]]",64.19
32,"[[0.27333250229366324, 0.10735363037460746, 0.27208833997109627, 0.15569976057860566, 0.15801080717686444, 0.22513464789034537, 0.17201788190996975, 0.10325178226032661, 0.1352309677645409, 0.12516658473836664, 0.26512338712198263, 0.20533780473530383]]","[[889048300.0, 885537400.0]]",76.84
32,"[[0.17508778463196464, 0.20019489995386122, 0.17344269368108917, 0.2121759788012299, 0.2807208708024923, 0.10788781616698642, 0.2563365841719491, 0.2685416443627249, 0.20962246762501532, 0.3150302856343825, 0.1890490545504984, 0.19262947886465018]]","[[891290300.0, 888874900.0]]",48.57
32,"[[0.21191979765154903, 0.21257270684266, 0.29341057006795673, 0.22884338424975942, 0.22577092485537528, 0.20170990562484484, 0.3156581459811153, 0.3790280738239725, 0.22615228637984633, 0.14040118745532412, 0.11161287132510159, 0.27824978087308594]]","[[902667600.0, 834649500.0]]",41.42
32,"[[0.1445709885373515, 0.07550624475574845, 0.18629617573932714, 0.1766903875151959, 0.134590600327186, 0.020286676098472484, 0.1892484537657779, 0.1280534288450968, 0.09878216341363677, 0.4157635589084789, 0.22183648826256921, 0.11801869819655318]]","[[817564200.0, 813836700.0]]",63.62
32,"[[0.3738454548471972, 0.1052662485674375, 0.24528417044382048, 0.15194787151990588, 0.12379423568630145, 0.21351704563417948, 0.20560522837913595, 0.15327607608607602, 0.24274983875696068, 0.2803643231752775, 0.22585740617430586, 0.34313530817602544]]","[[956322700.0, 810072200.0]]",50.21
32,"[[0.39414095358498336, 0.16615288849236048, 0.3227262299170556, 0.1890611955937742, 0.27288970929184564, 0.1759193035692712, 0.19164440234120042, 0.1970574309279686, 0.235592257356002, 0.19941946408571723, 0.17458926929824237, 0.15443167502677774]]","[[934850400.0, 763499400.0]]",56.57
32,"[[0.38561829086310295, 0.32061963876528693, 0.1567563021980182, 0.2859383056384302, 0.2416761158204399, 0.10534709638532046, 0.16534698927403307, 0.187407662744492, 0.30018544731391916, 0.2317938256572746, 0.20611742817310502, 0.26129433532203566]]","[[194792400.0, 194792200.0]]",57.11
32,"[[0.16178233109974977, 0.21823863042837663, 0, 0.2542648042230568, 0.23841211289187228, 0.16708239777698758, 0.09050243359978696, 0.2600160568715244, 0.16305557169398927, 0.04723559325361901, 0.18721802163233844, 0.18436472972864068]]","[[785447100.0, 785444900.0]]",36.97
32,"[[0.16279147900653199, 0.17958444350300656, 0.37893656813139887, 0.16829734286956122, 0.1369755727215201, 0.2827972765676877, 0.2598581023835411, 0.31996168143106396, 0, 0.19281297707917158, 0.15492403480039005, 0.1707990103338453]]","[[914437800.0, 884662000.0]]",39.97
32,"[[0.16329582132064907, 0.2903802113342738, 0.1529862735335883, 0.3370513193676526, 0.1677658196538556, 0.23062324779651097, 0.3027282898163881, 0.3740746051693893, 0.15585029177654097, 0.2264075094775175, 0.21315639541303444, 0.2757936626037955]]","[[914437800.0, 881249600.0]]",50.41
32,"[[0.4601452145615073, 0.23110004178940546, 0.07103016432944384, 0.3058839220244812, 0.15767517566912592, 0.31575813744108583, 0.23058344035461747, 0.165717942775617, 0.3895224585017348, 0.07699791465369527, 0.19420759812592034, 0.19443525665430797]]","[[868714400.0, 867623000.0]]",138.26
32,"[[0.24796842794644805, 0.1313565002516453, 0.24066640306325918, 0.1129294136756082, 0.3248157341461211, 0.19064564036427284, 0.24300056148165278, 0, 0.22480599308202867, 0.2632108291710642, 0.2616919837190899, 0.2282285192933812]]","[[241569500.0, 241569500.0]]",38.33
32,"[[0.24740155499234723, 0.20856015762549854, 0.05303035104936771, 0.21237062599512013, 0.21278925632691809, 0.07684370154762978, 0.21663629789377892, 0.08691051190468774, 0.27823062558923967, 0.1075903797078116, 0.07885576857103202, 0.125793761096881]]","[[265309200.0, 265309200.0]]",44.0
32,"[[0.09281155419386661, 0.24889469133781308, 0.033097500526807905, 0.23020113243331247, 0.19106166957497348, 0.24228493236448811, 0.11890026459808985, 0.20061941677124762, 0.19598214749557713, 0.09490554161989981, 0.048473588658881905, 0.14608334794431865]]","[[851395300.0, 806146700.0]]",43.33
32,"[[0.09167318361888752, 0, 0.2515500729195842, 0.06576300272667238, 0.09091050989197341, 0.26237646282341753, 0.04976458767194705, 0.2149450652532968, 0.13386534832543817, 0.2535318682699386, 0.2899366686856444, 0.23915869019067132]]","[[851395300.0, 805524800.0]]",38.18
32,"[[0.24904102299979702, 0.25723405455852505, 0.16132614252267058, 0.24903454627553379, 0.18187646514721617, 0.41016609225236406, 0.1807259823237802, 0.12241747089587499, 0.2688451294043629, 0.24731591400776617, 0.31971722882840375, 0.21500345956690992]]","[[908889600.0, 908842000.0]]",142.61
32,"[[0.26043364411682673, 0.30024098988987014, 0.21137522525990193, 0.17022569111974048, 0.3103076303424839, 0.1376343820872014, 0.2778179283643336, 0.2817528571331135, 0.19154516768907862, 0.298739941783706, 0.24349748557217762, 0.1901975474041989]]","[[908889600.0, 903770500.0]]",50.06
32,"[[0.16471040912910712, 0.1264894184203032, 0.24861663855290395, 0.18477438543866184, 0.2687615695143529, 0.12329873168745459, 0.13504271643382015, 0.27633386909654145, 0.09706847961678142, 0.27236535912018534, 0.24563620485520482, 0.2974502606265128]]","[[479433400.0, 479433200.0]]",113.99
32,"[[0.257789672102003, 0.17451038041264827, 0.13545170523573707, 0.3433522264723534, 0.20793488148913344, 0.1576980585590089, 0.3465512647236626, 0.26395700064508243, 0.14312615758206076, 0.1341574735631531, 0.1858792887124978, 0.3752295852376287]]","[[121485600.0, 121485600.0]]",63.56
32,"[[0.09502954501169901, 0.1559473111965875, 0.3561350598920841, 0.1457840511249499, 0.31607032810578173, 0.1394705876628265, 0.3368405828298452, 0.2334295695488213, 0.12480150976107154, 0.18051147510654264, 0.10947312375626472, 0.07790731195386573]]","[[907357700.0, 907250900.0]]",38.86
32,"[[0.18376226733510737, 0.18753084228559908, 0.13930634838816047, 0.2892483687534106, 0.18616224045106694, 0.32314480986937805, 0.15098060042251185, 0.16972336981599276, 0.21268900781459216, 0.14104782362964857, 0.19603129682930928, 0.3205609316855163]]","[[893822800.0, 889586200.0]]",51.17
32,"[[0.18168995883549116, 0.27692949175532167, 0.20213924139002765, 0.19037713899610476, 0.07657102812454458, 0.20937680893794108, 0.17954000264476644, 0.15624825605126746, 0.2812457770574669, 0.3151829638376953, 0.22725586942827064, 0.17521151901980855]]","[[871274500.0, 871212900.0]]",42.88
32,"[[0.2586538831741385, 0.23615051177238497, 0.26266719588514875, 0.1860048240574443, 0.08718833619383384, 0.2605481669355898, 0.11553182851285532, 0.29595928904015756, 0.18539327503478634, 0.15029023280298476, 0.15687558094028237, 0.2660487827762171]]","[[768527100.0, 767563400.0]]",46.06
32,"[[0.2006730017246198, 0.14208483322981, 0.1924118979785436, 0.22880078483887115, 0.23278074282842307, 0.16939182077235265, 0.13667375737481002, 0.24465947252964695, 0.07705480647262931, 0.2040145248426235, 0.358160246776536, 0.09414142052337196]]","[[863776300.0, 859523100.0]]",46.56
32,"[[0.20266885259547002, 0.20086110593438863, 0.2660609938655467, 0.05748149374972222, 0.26148398239598614, 0.11718767293993977, 0.0953197004578675, 0.22945027130089707, 0.15250498232778387, 0.1631585240950241, 0.11263727391940749, 0.21939933809561502]]","[[635485600.0, 635427300.0]]",44.34
32,"[[0.18235351870516342, 0.11894388283993673, 0.19959750770931486, 0.3089263270991107, 0.21755914955195035, 0, 0.2443372993127309, 0.17728681635382, 0.20656763274006332, 0.22274499581238744, 0.204441536609734, 0.16183714526225848]]","[[765379400.0, 765272900.0]]",42.12
32,"[[0.12622351194475184, 0.2398809591279314, 0.25333468682780785, 0.1104923740017601, 0.12542139954740916, 0.22405814091885953, 0.2285214971032946, 0.13711325693828924, 0.308074436134938, 0.17117649298002474, 0.13594361960713663, 0.20925682483997776]]","[[616261700.0, 616063100.0]]",44.34
32,"[[0.1292925097206062, 0.0651499747622235, 0.1956008958004214, 0.21056197756092623, 0.15896879957954696, 0.29466142493877023, 0.20442959036475342, 0.11692004494564547, 0.22791391323872656, 0.20986214654615368, 0.3146840698925925, 0.0314877711477799]]","[[734516700.0, 734092100.0]]",44.43
32,"[[0.24586930492315304, 0.19511545236589814, 0.3380980534852659, 0.09396537120886646, 0.06020417996690308, 0.2029646600448694, 0.15331937693583314, 0.14100868246283732, 0.20591236675599023, 0.18642221721218752, 0.1378283569264706, 0.10366961886122718]]","[[745247600.0, 744793600.0]]",143.52
32,"[[0.20200983244868895, 0.19042821787133954, 0.13197113138130195, 0.21245917157335212, 0.1626936009616109, 0.23292625571147152, 0.2573287877143102, 0.209351026364386, 0.09494077732673453, 0.11276180489242911, 0.03910698350714997, 0.23191171446120332]]","[[884222700.0, 884060300.0]]",55.15
32,"[[0.31111549875931876, 0.2331489237196478, 0.16213114892205682, 0.09111779979715659, 0.19988842120998163, 0.16036090737069353, 0.2122092664245617, 0.013363966332601201, 0.25337776729372435, 0.2222347876646664, 0.14970108623567557, 0.18027907933033843]]","[[675291200.0, 675291200.0]]",51.03
32,"[[0.08831125426583455, 0.33105838305131985, 0.15010536879197234, 0.2143715313745542, 0.2099130443428648, 0.15060540467627925, 0.2759729464992931, 0.24764532654573046, 0.1771585617968172, 0.2387911164442309, 0.3491118291671983, 0.20030062543624122]]","[[905940300.0, 905896500.0]]",50.57
32,"[[0.3045776883638562, 0.08784627730416475, 0.30897547348242294, 0.2466271781215836, 0.10728046086056693, 0.13221210606848488, 0.23695840873599264, 0.08282624744457151, 0.20722324791999167, 0.1573219072031334, 0.22138093364989872, 0.30601604992344267]]","[[500589400.0, 500569800.0]]",66.93
32,"[[0.12832196857132233, 0.3544543722470941, 0.20612775173501258, 0.08912780665136892, 0.275546279917239, 0.18647950272835845, 0.16663233343322645, 0.06844529015377535, 0.3271453427513777, 0.3766831079035463, 0.26350491823177125, 0.13524819804826213]]","[[584346700.0, 584301800.0]]",56.64
32,"[[0.15386643384179335, 0.11418206317586303, 0.30210167185815134, 0.2132295516694431, 0.3616156529671299, 0.2070347222231548, 0.10558487620274334, 0.20162092442677068, 0.11672530694531008, 0.14948532894956792, 0.20951698879282674, 0.3578533895864662]]","[[890831400.0, 889603700.0]]",45.8
32,"[[0.15074605018898352, 0.22018148910443702, 0.17216601014403343, 0.14322058177680963, 0.2218026013949511, 0.33829363088687514, 0.14287429591911238, 0.21389874773591394, 0.18448298662682597, 0.21703389816483404, 0.16490949283138184, 0.19215600446665548]]","[[595527500.0, 595486700.0]]",45.55
32,"[[0.3076000501146603, 0.292905231345438, 0.09447795587855462, 0.11189985653677552, 0.2057433399384542, 0.25222816736653964, 0.19821718495824642, 0.13925077534357078, 0.280066323976106, 0.14181882169428842, 0.24993037792712877, 0.2823998610171666]]","[[892351300.0, 892287900.0]]",54.6
32,"[[0.23552404553763068, 0.19313155545693633, 0.23201415872795153, 0.31108211264714397, 0.14453005760896814, 0.11014674046259226, 0.1874443943370639, 0.18531149121834425, 0.24793886983356694, 0.38580472508891317, 0.0696850439331809, 0.01601296147662673]]","[[892351300.0, 892261200.0]]",45.33
32,"[[0.23840095227838265, 0.26718728843808226, 0.08379189776688473, 0.15332524516364143, 0.17224478985581218, 0.1718747773365536, 0.16004984063997305, 0.19915081237332086, 0.32958627607661195, 0.12355705692757438, 0.27600934231965707, 0.21031755799199425]]","[[889136100.0, 887998300.0]]",45.8
32,"[[0.15224192762135633, 0.183998122215549, 0.22600766856259896, 0.22959791248970432, 0.015132719100296954, 0.19472221550662044, 0.32051180473698526, 0.24653573662380693, 0.14421794397919083, 0.2999805288716815, 0.190027035649718, 0.15158082975076267]]","[[908582500.0, 908580200.0]]",44.26
32,"[[0, 0.3790614453957133, 0.10674873312256934, 0.18683697210173797, 0.24653258039633047, 0.3031414340355193, 0.38912600567608713, 0.3148870263623829, 0.1741062777272261, 0.11365842183954887, 0.2571979956283682, 0.22387923219797942]]","[[882546900.0, 882375900.0]]",49.11
32,"[[0.028077506940646535, 0.15361669437542785, 0.22859320972754585, 0.25573280030593143, 0.2821354021554043, 0.22164333112271453, 0.28574609192712386, 0.4025035202369486, 0.0927327679471352, 0.3327378827786761, 0.10225746467146066, 0.08285843802910053]]","[[920307400.0, 804359300.0]]",47.54
32,"[[0.38304628538326424, 0.17892220217979743, 0.1451848693764177, 0.13023414834827657, 0.3115001512254524, 0.2098693893426753, 0.3036853922132081, 0.13216504332686962, 0.2558628186993456, 0.21754304016156603, 0.2728073077135644, 0.12874332142265543]]","[[920307400.0, 778479800.0]]",45.36
32,"[[0.27303117569173296, 0.0994138695153712, 0.12864030719125366, 0.14477541920880416, 0.1529721566815801, 0.0968913186567433, 0.12638863310824547, 0.2316791287649746, 0.09868570680499175, 0.05094997758978273, 0.23276329930726736, 0.17292511152807383]]","[[857810600.0, 849457800.0]]",28.2
32,"[[0.2714323722548989, 0.2282134888942271, 0.21614008852975794, 0.2151444985385783, 0.11963885877300813, 0.17834765196011088, 0.071600589933103, 0.2422287530028448, 0.16205469955855722, 0.2708441565655975, 0.18874467726542413, 0.27291459017395925]]","[[894556600.0, 864621600.0]]",32.09
32,"[[0.16260201774121205, 0.3192259295688301, 0.20645695140313652, 0.24283641941674494, 0.18668714501976807, 0.15741202717079567, 0.19208463209274598, 0.24011212900464565, 0.12006145297880819, 0.15494313516284022, 0.10455408282423445, 0.24047295842300578]]","[[913367700.0, 913212600.0]]",42.13
32,"[[0.19781464223786221, 0.12223522423494111, 0.1127789079096957, 0.09580076658097422, 0.22727477535597077, 0.22812964652711484, 0.22464154202882128, 0.1347434617029144, 0.2435072958977611, 0.07374550247501466, 0.25149488074951143, 0.1601257018790845]]","[[912794700.0, 908700900.0]]",70.13
32,"[[0.24817185688041668, 0.24906035288819545, 0.2602809792832527, 0.2681593175370773, 0.2333442602801388, 0.29529517111568926, 0.05140810797566239, 0.17375951078593885, 0.24658178207674458, 0.3460083461108621, 0.2234696059080707, 0.15669364750753859]]","[[52110280.0, 52110280.0]]",48.1
32,"[[0.2370261336458405, 0.14655441259213806, 0.32038604429297163, 0.29074808787266526, 0.25871326793771127, 0.2707124738267166, 0.22343797873187113, 0.16810428211962913, 0.22716850901241495, 0.17057407124000734, 0.33180144073747514, 0.2510616591084189]]","[[929207400.0, 847317800.0]]",90.03
32,"[[0.4053175228459016, 0.28992977366566075, 0.20324840455805707, 0.22291305350690405, 0.20838186221765273, 0.32227589966976666, 0.2597009670754128, 0.11208515301379889, 0.20924196695239775, 0.1479444997411458, 0.06090212694979813, 0.22617349627592226]]","[[827713700.0, 827592100.0]]",50.66
32,"[[0.21781358951560964, 0.1978428834033417, 0.1845634977757742, 0.185609731532468, 0.17931754878983686, 0.06163817727163462, 0.31469162833937914, 0.2842102059026371, 0.12338292376679766, 0.23985227953702293, 0.1455553071003224, 0.2440592292587063]]","[[823791600.0, 818077400.0]]",42.96
32,"[[0.09323534355816596, 0.13184543353565767, 0.18817693117497636, 0.15678926898190315, 0.12611041192956574, 0.11639873609296258, 0.2168740793394249, 0.2893628771357119, 0.17290585023159943, 0.12148998246868643, 0.1637583308412615, 0.277647866053429]]","[[808649500.0, 805435300.0]]",39.04
32,"[[0.16380650046905604, 0.16610074585225534, 0.13222990097169982, 0.09895868968690189, 0.07829616688264812, 0.13831780740690072, 0.16518374205694927, 0.22705651092160867, 0.1865248132489149, 0.22515313279125362, 0.2586212859077448, 0.14460520927240117]]","[[362240800.0, 362230500.0]]",40.57
32,"[[0.257695101775666, 0.2763742635466461, 0.14702318143787055, 0.10247029618109162, 0.2730222726671942, 0.28360855421658226, 0.1510353133024133, 0.2158160988721295, 0.10153868417279133, 0.07268331870446038, 0.13908520176359668, 0.09122954265569605]]","[[888163800.0, 886331200.0]]",48.23
32,"[[0.14157694933591536, 0.34334349748640214, 0.28250400883152804, 0.30792502581615067, 0.29170334318951585, 0.26782008963940995, 0.19939054394106429, 0.17082469190936886, 0.26980471971876674, 0.18744445260863257, 0.3253252378742252, 0.1236835970169972]]","[[888163800.0, 885313200.0]]",55.99
32,"[[0.24685251865035493, 0.00702687314291342, 0.19739484383853229, 0.17744678201102113, 0.26218452361334005, 0.22359625386973547, 0.11760440890305089, 0.15900065542929692, 0.32557473889674304, 0.10990950777106506, 0.1521348128078201, 0.2587096540430592]]","[[595944800.0, 595823300.0]]",43.38
32,"[[0.18161518616313876, 0.17435508859020274, 0.340694752084316, 0.2245831922140245, 0.16788682798196686, 0.104686824102457, 0.27794047314765086, 0.08803659486073455, 0.3984011998077055, 0.2736662942514924, 0.34393437903287516, 0.20731552016511212]]","[[675291200.0, 675290900.0]]",51.6
32,"[[0.0114941810296873, 0.24389375489474657, 0.16954629131000376, 0.17106306704415924, 0.14711670517945183, 0.0945744056580555, 0.07840354041915568, 0.2792613808256701, 0.15351417745107335, 0.20342855396268922, 0.14334356094988834, 0.11107686547504211]]","[[770229300.0, 770228600.0]]",143.95
32,"[[0.09048538448855349, 0.2092937612858215, 0.2640879414425809, 0.303640549079103, 0.1594756815450425, 0.16971138603207486, 0.2421722120833337, 0.2667184428455632, 0.08992798557252903, 0.394509536269843, 0.2084709912193649, 0.16954999672085638]]","[[896022600.0, 895934800.0]]",48.12
32,"[[0.34045848027871245, 0.18531246487792308, 0.20677379104135882, 0.10174522916317932, 0.16644866686894544, 0.2513221772518805, 0.1312695242149029, 0.3000645809178772, 0.27596311552058217, 0.17828494952539198, 0.20864328906071505, 0.25173557861757057]]","[[915788900.0, 914767800.0]]",86.12
32,"[[0.2027412531850815, 0.06693450452728317, 0.2464481843177808, 0.300196014775064, 0.21290307177965243, 0.2426137491060888, 0.22920282400615616, 0.36311913561383025, 0.17599471732283933, 0.18477817516998274, 0.19368282508924387, 0.18903040481312489]]","[[915788900.0, 844545900.0]]",38.16
32,"[[0.26118158880890857, 0.1868059119615688, 0.35728444624442424, 0.24458389959753102, 0.2417762578163843, 0.2302654355545106, 0.17899249206783185, 0.2059758514568349, 0.16353821057002285, 0.2831260279545841, 0.291184128519113, 0.220600738841364]]","[[1230679.0, 1230679.0]]",40.82
32,"[[0.12940100482542727, 0.20148444863301043, 0.07618791799000653, 0.175881777678748, 0.09113998324063345, 0.19011576073660916, 0.13749089761408023, 0.1963525347234974, 0.203246923628298, 0.241073855689942, 0.24625451014692823, 0.31471102422012837]]","[[870460000.0, 869642800.0]]",45.54
32,"[[0.18432952731218277, 0.2990708628697334, 0.15804530402815786, 0.13242055404115305, 0.13712777774391705, 0.17641836665273644, 0.34353487906842095, 0.052800124097706014, 0.24506093618318786, 0.03142728792215313, 0.12926452166521707, 0.046804407358266215]]","[[889816300.0, 857980800.0]]",40.13
32,"[[0.17019984739556782, 0.3027417012608591, 0.14527518671725023, 0.22504492247777183, 0.27120930359710116, 0.19550427071368473, 0.22781730195627425, 0.17962842651752953, 0.13186162663139067, 0.2485050838387156, 0.1509996746213877, 0.11280619385446149]]","[[541102800.0, 540608600.0]]",54.12
32,"[[0.27095168778010137, 0.1623019127720633, 0.1820605090209528, 0.062206692119516294, 0.25152440016452227, 0.30544491467022533, 0.289340423127129, 0.22285388253329033, 0.003205587648123953, 0.22587876169033422, 0.16679577068230475, 0.29484038770914933]]","[[916997100.0, 916845300.0]]",119.34
32,"[[0.20011676032266715, 0.2399436813984122, 0.0169429378170719, 0.1549255837628067, 0.32521054123392235, 0.26167757853809404, 0.20408144097784447, 0.3059638846335939, 0.12051066322334988, 0.24879612129794532, 0.2381920890880023, 0.39254044587679743]]","[[652890500.0, 652879500.0]]",50.03
32,"[[0.3055733189878378, 0.21971282955942037, 0.22369478909255147, 0.16496086903820115, 0.15281553604438872, 0.22778804729956717, 0.10494645159124628, 0.16104608329080905, 0.23706799733923983, 0.19157122788369332, 0.2689398154002862, 0]]","[[673987800.0, 673975400.0]]",51.49
32,"[[0.24006213036659796, 0.2418043270844289, 0.18770766380540813, 0.29944590404868243, 0.09584395592242222, 0.2742951443049355, 0.27166677066890765, 0.20849236122784048, 0.23748250714997837, 0.04020724744298343, 0.25783109612852034, 0.2826318783527978]]","[[849834700.0, 847686200.0]]",82.36
32,"[[0.1253594108850426, 0.14240166293448508, 0.24271946911870684, 0.2658710192311923, 0.1911502790369995, 0.0777503789276093, 0.09458046422666813, 0.18181077790770847, 0.2672366783837735, 0.17963527990511155, 0.17553565368603277, 0.1772383478762125]]","[[215270300.0, 215270200.0]]",44.65
32,"[[0.15124390701277843, 0.08606112618341473, 0.12031363354084687, 0.2708308032400449, 0.25666349064868715, 0.1788305889589108, 0.2118640250204242, 0.2698996518246497, 0.15739401993183783, 0.23485463061039505, 0.0034983715419873163, 0.22267083269472535]]","[[734946000.0, 734867100.0]]",53.19
32,"[[0.10547671556222285, 0.14047129269369285, 0.25935332440583914, 0.17634222821038323, 0.21470843964653635, 0.08867907004255958, 0.14991129075992848, 0.06348100876329704, 0.1578083479812044, 0.28405251324361913, 0.06697997911038864, 0.153130246066623]]","[[910412000.0, 910372200.0]]",42.63
32,"[[0.19750632433552132, 0.2839907668723304, 0.28971739716709954, 0.2115556441163111, 0.14194637150719888, 0.12928245548483294, 0.15874041384408438, 0.10512996977947796, 0.2986375915641229, 0.19874756175870378, 0.21960166756782568, 0.19880256265013058]]","[[204485400.0, 204453300.0]]",111.75
