CPUs,Input Parameters,Output,Simulation Time
32,"[[0.17270667770525028, 0.25926952361165045, 0.21653263354043895, 0.16134973690314885, 0.21482727970911347, 0.2626393812440887, 0.3763928715533601, 0.18673708330687877, 0.31630657875250356, 0.06680760678729669, 0.0006546533728855608, 0.24675103927411518]]","[[914182500.0, 914174800.0]]",50.09
32,"[[0.4007148806944619, 0.0005254598753377249, 0.12282565245807785, 0.23949850018203714, 0.25032272417619006, 0.24017685586972856, 0.33634152943803863, 0.24960849678155145, 0.3098930280781854, 0.31461964267157855, 0.3066124464755209, 0.23247991922185096]]","[[806170800.0, 806070400.0]]",48.02
32,"[[0.3813468718874493, 0.24871431358949228, 0.21266512097130708, 0.10357355287954696, 0.2879191244188713, 0.26683050146137216, 0.2755372712318407, 0.23850319569896555, 0.2281944250711775, 0.14078909526118508, 0.13105950144730347, 0.11901313153116343]]","[[809649700.0, 809545500.0]]",60.21
32,"[[0.24449501362084294, 0.21449111489511372, 0.28459266130499583, 0.13601371059114636, 0.16487916526876933, 0.17531525052914315, 0.2115447029488981, 0.2014804867871932, 0.18987085651996743, 0.24280578159038307, 0.20123223169181279, 0.14838053198463624]]","[[873028200.0, 872565100.0]]",47.71
32,"[[0.16246807299956362, 0.13114764619011277, 0.11819259676863363, 0.2194935559831349, 0.1689790522145822, 0.06384177848122544, 0.15295532276137574, 0.1294353921131396, 0.1532834139409303, 0.2983173040683612, 0.39648713913130196, 0.2494072150137999]]","[[559000800.0, 558892300.0]]",47.91
32,"[[0.16361556084188195, 0.2087993272417009, 0.22206922312100622, 0.13603001317546098, 0.14069210740559063, 0.19229583212087567, 0.18064176901070006, 0.1431921924406121, 0.07810787585296779, 0.13388226795866182, 0.11763997332324293, 0.13462442682481057]]","[[559000800.0, 558892300.0]]",47.98
32,"[[0.10048536931320207, 0.09679259950932605, 0.18572406814040124, 0.24036320385578058, 0.27131196056876167, 0.23125163109612618, 0.10419734316768768, 0.0033382260610803904, 0.21849869780726253, 0.18285631015934745, 0.16033707796896354, 0.28701013942138087]]","[[477559400.0, 477545600.0]]",43.63
32,"[[0.24831889524269982, 0.17943077493074325, 0.18195216021408045, 0.29468566858462386, 0.22508860261995947, 0.2280367752303698, 0.13541872851538972, 0.2538465218547267, 0.2823635375654796, 0.17138385794387131, 0.19898846440994244, 0.14993954085275982]]","[[490274000.0, 490259100.0]]",46.24
32,"[[0.2470512914103618, 0.29085175190570267, 0.2730145150925789, 0.1605436236286872, 0.4092378046791746, 0.2903845343914529, 0.09080895497555476, 0.274096350978823, 0.21300483111123178, 0.2100577965669607, 0.23084520407122222, 0.2662770040963511]]","[[490322500.0, 490307500.0]]",70.59
32,"[[0.2406518785184652, 0.2797425494278839, 0.17832404028130872, 0.17814239493299774, 0.14750335816338672, 0.3184923198291524, 0.25691506958717786, 0.049091887828479064, 0.20535097933758978, 0.19908079035262805, 0.43187817910338927, 0.17156035852787352]]","[[490613100.0, 490598200.0]]",299.89
32,"[[0.09354054995602532, 0.3201644531716293, 0.2892522029221978, 0.18044177561672833, 0.10112673532480486, 0.1786429247937901, 0.23091889545002367, 0.1475374609901023, 0.14347371737986442, 0.204210471834886, 0.24029131072677962, 0.2905006311532362]]","[[894667600.0, 803645800.0]]",34.08
32,"[[0.2574119619927294, 0.06575172241274019, 0.31745041504036103, 0.1386123077349258, 0.2983852849280594, 0.2213402217493769, 0.19368574655564288, 0.06235026969628468, 0.19547481649624074, 0.2266113525487573, 0.28400946747475053, 0.10363903098500167]]","[[897038800.0, 801754000.0]]",41.66
32,"[[0.37729635282535423, 0.15566702288214218, 0.18596841441393058, 0.20417717101322957, 0.15086633665125498, 0.14859508822603587, 0.04929982716127562, 0.20533815848312328, 0.3288585839888868, 0.15650006936710553, 0.09244295420377022, 0.0957566353149078]]","[[903088300.0, 806611500.0]]",46.21
32,"[[0.2618203377012188, 0.3740794896891706, 0.172527782006744, 0.29232169799604735, 0.12914926062055443, 0.16877082813142535, 0.2677729019333999, 0.15704543257596307, 0.27138824727322336, 0.16024204397644054, 0.11499980980828395, 0.10700013415596266]]","[[812100000.0, 812074200.0]]",51.52
32,"[[0.17842504362667555, 0.1925195040163654, 0.3100088694695165, 0.17842942583796317, 0.2337040036473571, 0.22466769995806748, 0.1748240073232597, 0.2649138171782039, 0.1348098248984498, 0.2124683305235386, 0.31055490004771374, 0.20191550205801]]","[[880246800.0, 878683500.0]]",43.72
32,"[[0.1621091006800608, 0.2569150181273657, 0.2848499980805256, 0.007468068322513954, 0.25452721272995216, 0.20480685681713348, 0.21651559389137745, 0.04665157085739144, 0.09511673122095056, 0.21618555436651288, 0.28164150438981805, 0.20856711009977016]]","[[880246800.0, 878268100.0]]",51.79
32,"[[0.1813943369690835, 0.2010082889112111, 0.16846593636637544, 0.2416498746209651, 0.17614681132602572, 0.1719853559648201, 0.3002401669410927, 0.20786364853726852, 0.2246817348859062, 0.19961052750725103, 0.08887127166783253, 0.20047833138415244]]","[[337522500.0, 337506100.0]]",75.53
32,"[[0.10657294891883881, 0.17306544593391582, 0.27290108933803914, 0.2917831359604482, 0.2590624885903425, 0.12165798063765816, 0.1628165464295307, 0.20572443928671125, 0.17779790355314073, 0.22554023163062395, 0.13081458132556456, 0.2541441779753123]]","[[853661900.0, 848444600.0]]",150.92
32,"[[0.21206828422103252, 0.1134460111751194, 0.2298061736298015, 0.10759587113443488, 0.1854505173378719, 0.13736422608986898, 0.12712916846334285, 0.11536475675598723, 0.23465384489936844, 0.12928443850799293, 0.18415414638401606, 0.19600218011430395]]","[[105383700.0, 105383700.0]]",42.85
32,"[[0.24869100247682216, 0.2179930227436949, 0.21668057534764434, 0.19646953667300027, 0.044513137611951636, 0.12941662616671012, 0.3029182634141777, 0.30726710502115995, 0.20663992647599, 0.1248708454793872, 0.16947822378943198, 0.19040742930852497]]","[[105420000.0, 105419900.0]]",47.74
32,"[[0.11425243927448941, 0.23248897400013663, 0.08714974340795986, 0.22073062214656305, 0.30475459758135637, 0.3237943787291326, 0.25286203498138077, 0.22850340847953687, 0.15976111858412323, 0.32595729562329506, 0.22927000977726703, 0.3009215199848179]]","[[601450400.0, 580486100.0]]",50.0
32,"[[0.2664066729274568, 0.2468372637123609, 0.2955197602691941, 0.23998978425155054, 0.14229631841046753, 0.2783278028288736, 0.20039899243367798, 0.2676161340221337, 0.11655022319626213, 0.2036759433730721, 0.1699574351391177, 0.02229977738458161]]","[[954402200.0, 700356500.0]]",68.07
32,"[[0.09432929318012355, 0.10476095930996589, 0.11399655548890787, 0.4742765935508733, 0.2025976668439582, 0.30474796287237393, 0.19175666919998346, 0.18276046944923507, 0.18585820736328118, 0.3357397678728025, 0.21783144624747097, 0.319384091514201]]","[[384984400.0, 384983600.0]]",69.89
32,"[[0.2984559704123716, 0.23865222873478328, 0.20255228733288605, 0.23782379970297546, 0.24911544734656565, 0.11125362914810455, 0.21576444017318547, 0.21303099923061933, 0.1782107998412411, 0.13667052287415626, 0.27307252101065643, 0.06438547756281143]]","[[904068500.0, 904062200.0]]",68.54
32,"[[0.25903739658292085, 0.3561377836561738, 0.08755463976339439, 0.2376493507191626, 0.1977698591296674, 0.09528934319089065, 0.22885368513625373, 0.11395474300714482, 0.12430524182516443, 0.2720705815636627, 0.37020987108563363, 0.1258081486343799]]","[[868216700.0, 863452600.0]]",50.64
32,"[[0.17543576660548646, 0.13335877264182344, 0.16550219532707505, 0.13555316126859007, 0.25191922992014937, 0.08152049925860075, 0.08486745647916157, 0.15928741645913447, 0.253755335568228, 0.17029599773884005, 0.21658541822223318, 0.2249707434841491]]","[[902949000.0, 901875100.0]]",98.58
32,"[[0.15493661350842203, 0.14090266698285864, 0.13596869219136287, 0.12470793416366349, 0.1454836906025848, 0.3018003100104849, 0.04413260022288193, 0.08019331939043153, 0.2011029457310301, 0.3052961571471158, 0.10579185977521326, 0.21864403872988963]]","[[902949000.0, 901746800.0]]",42.84
32,"[[0.18265326682916214, 0.19066774547745055, 0.2300659495565364, 0.12323642972054981, 0.34720117195308653, 0.2705535291368597, 0.13704356619693425, 0.2277191311690018, 0.2678234598683952, 0.07633599982955817, 0.13368187319914707, 0.23895019596739775]]","[[126759900.0, 126759700.0]]",41.73
32,"[[0.22780648639252948, 0.18643269190277348, 0.19680737706881304, 0.16235672695963632, 0.3556345168812074, 0.1605744687871385, 0.19094052907779252, 0.4298303094884214, 0.10669604193580873, 0.16811607971233927, 0.22294373073835158, 0.1870270482551536]]","[[106324500.0, 106324400.0]]",39.29
32,"[[0.2017221882480509, 0.11935607347577815, 0.31065023256208824, 0.16219584747171137, 0.14574128615130616, 0.1952026050404738, 0.15060990890443313, 0.15795122928310518, 0.1622739264993965, 0.23901194414323104, 0.24186652221089777, 0.15498434917782608]]","[[106333000.0, 106333000.0]]",41.37
32,"[[0.2029616225223968, 0.2771570142858067, 0.0937727966820418, 0.2634239516659448, 0.23063745615724093, 0.336113199617307, 0.21850909307470862, 0.17896847630051727, 0, 0.25329159935169937, 0.21596600331420693, 0.1939597743770376]]","[[452054800.0, 451957900.0]]",300.57
32,"[[0.12788400618581292, 0.236415075443014, 0.17268326399739706, 0.27532170365391984, 0.24769816722710836, 0.25140257557595236, 0.27737227224384003, 0.26595541696387676, 0.24238701706471485, 0.18661923720599036, 0.1976142959702836, 0.27500657051418304]]","[[620833600.0, 620540500.0]]",45.51
32,"[[0.07687146915292283, 0.29826831302480117, 0.2677070411893446, 0.2767744318057714, 0.19739883739986713, 0.2068394990607194, 0.30116828127462586, 0.19981862651570023, 0.3641188640652132, 0.2072735263643312, 0.16346035947419124, 0.33141452354006506]]","[[620833600.0, 620540500.0]]",56.77
32,"[[0.1297253439958787, 0.1746656441854292, 0.22586437175856433, 0.15916972907857824, 0.11452105756264835, 0.13317328249600402, 0.04152405870674855, 0.2995346797654036, 0.29905854056829095, 0.10720761500763659, 0.17143121598937164, 0.2985126505486864]]","[[864107600.0, 859671800.0]]",45.22
32,"[[0.30527237606406665, 0.15344130770684863, 0.12998421606798544, 0.19385431147580215, 0.18779490457942552, 0.2948799183888677, 0.12768148184101846, 0.2721099194794725, 0.2691246214531055, 0.28165962034029224, 0.1271910918292221, 0.060428087469101666]]","[[914205800.0, 802584900.0]]",44.57
32,"[[0.15109711357121527, 0.266984349019226, 0.20480999012198384, 0.37490307815597024, 0.33678467961310676, 0.11667415015552819, 0.24955270540323599, 0.16308602878644185, 0.12326477534367804, 0.052068274689654914, 0.2954441405297632, 0.2163815582535763]]","[[914205800.0, 757209500.0]]",47.39
32,"[[0.20874000804449477, 0.18100645749205369, 0.10019362661638714, 0.16103455225876206, 0.1950386140561705, 0.24641528266872847, 0.1755720137782005, 0.22730970031744988, 0.17441431421260617, 0.2988450855649956, 0.09135704906932286, 0.18080118200537112]]","[[894645400.0, 894361900.0]]",279.53
32,"[[0.238074240179925, 0.22002956515462127, 0.2619781424393167, 0.20472274425190748, 0.13255894955904585, 0.21004711133973133, 0.26837202837198376, 0.25227041442640874, 0.2434241304787806, 0.2463740134316112, 0.17652930329965344, 0.18574034038053963]]","[[894645400.0, 874631300.0]]",43.07
32,"[[0.306864977940229, 0.2436161016311405, 0.2674995728734786, 0.2924384760554266, 0.30776148934873154, 0.18637475536664355, 0.3871210686384594, 0.34951380794330034, 0.22379439735700687, 0.23270540126642658, 0.06295416026401143, 0.13980224377698514]]","[[914205800.0, 755895900.0]]",246.34
32,"[[0.28769142931055636, 0, 0.3838881201481146, 0.20354941562275397, 0.2022447824824082, 0.19316316462071528, 0.13811540581435253, 0.1359723412996699, 0.2510932153137063, 0.23671853249965574, 0.13943974437788448, 0.1304019681733233]]","[[914205800.0, 755895900.0]]",280.85
32,"[[0.02481141467153583, 0.08745863929829811, 0.19895404767287592, 0.016740148560297596, 0.245103787893738, 0.15714302884253017, 0.17193046999155362, 0.14547123086185113, 0.16154131511549705, 0.17972068705619298, 0.2362407210918971, 0.32452370237613254]]","[[853901200.0, 850271200.0]]",29.56
32,"[[0.15189248362281452, 0.1462469624449676, 0.1965657696047456, 0.17928909053774716, 0.18518838500494894, 0.2332457080765154, 0.18736802234919273, 0.19443370969947493, 0.19617637026882767, 0.19353304564924725, 0.2590256316994098, 0.23008936772223623]]","[[879425400.0, 876760300.0]]",29.49
32,"[[0.1890061459676836, 0.2080963620484502, 0.1572296476475898, 0, 0.05274789673767799, 0.23941397010980656, 0.229645215100792, 0.2432466274378952, 0.16904183923985971, 0.19024592371055812, 0.3467120253466566, 0.23563735736459795]]","[[888823800.0, 888760300.0]]",42.58
32,"[[0.23734960870836488, 0.18375538686995244, 0.1356327138851851, 0.10768867854072396, 0.23512344082334688, 0, 0.10581333036054137, 0.21856964845779125, 0.29722966801588663, 0.262227260893718, 0.15162361928250398, 0.17265238145973347]]","[[926255100.0, 813399900.0]]",43.01
32,"[[0.11924335409288819, 0.3154032854160845, 0.235445133613, 0.2646272122310024, 0.37472556807419566, 0.19961309845328704, 0.32899555118043405, 0.11325979782491959, 0.24781243045012144, 0.14250705697381832, 0.2837158775478185, 0.36683248476240465]]","[[225997300.0, 225997300.0]]",58.22
32,"[[0.2718685235474033, 0.34408964186441016, 0.1598028918934814, 0.16446968869945178, 0.15521641847547604, 0.2428451597064929, 0.21035129893769794, 0.1907331496356652, 0.09352048552924506, 0.14924499752898335, 0.2609136593695549, 0.13278701106348878]]","[[4477005.0, 4477005.0]]",66.34
32,"[[0.19810268079092974, 0.1979916215121329, 0.34730302451661593, 0.2785959166854495, 0.2656935263667362, 0.18995555165326244, 0.1081566393207292, 0.33327617048863356, 0.3323676573578532, 0.22203293781956226, 0.05606018710866845, 0.23723514921807207]]","[[927112300.0, 927103500.0]]",59.32
32,"[[0.2909442520037888, 0.3369023795585868, 0.14327514445922368, 0.3980542887174182, 0.23816901064323898, 0.23778775941448171, 0.28149853067105207, 0.09209068595932457, 0.212593213262368, 0.37364006006441164, 0.23562687581605282, 0.09348803419786977]]","[[927112300.0, 826313100.0]]",80.89
32,"[[0.016116278491194763, 0.2924202882394459, 0.20240845687060893, 0.2215777585098711, 0.12865667022812088, 0.2611977807174462, 0.21229207868339012, 0.09497185088671832, 0, 0.09283839845753769, 0.208098537012462, 0.25495120704134705]]","[[669818200.0, 668804300.0]]",91.77
32,"[[0.21751408666035116, 0.12246689572879324, 0.24450671081703212, 0.2365420278964275, 0.06457043554641684, 0.28329754312466177, 0.18539383263850157, 0.10159485601894361, 0.1851944102668552, 0.11401044535977248, 0.2063163291638005, 0.16718804274478735]]","[[930048100.0, 773318300.0]]",40.74
32,"[[0.427862543709062, 0.33162000922371887, 0.27935504671915234, 0.12031436930218864, 0.11664666807289452, 0.14391863865337168, 0.11837090848588531, 0.21645013505281932, 0.24910540791504127, 0.22294433549623496, 0.26825434119969443, 0.21886784683026167]]","[[930048100.0, 758061400.0]]",80.34
32,"[[0.2705170952387107, 0.0429370592195335, 0.2417220082539493, 0.26401230580585777, 0.2708647159281913, 0.1388149619380629, 0.17396918890069227, 0.17254955991536747, 0.15411585136169323, 0.13311509573275287, 0.29187820320205093, 0.015140103958530271]]","[[885948600.0, 885330400.0]]",54.92
32,"[[0.14119377229572797, 0.2283722969107281, 0, 0.12162329671296196, 0.2109039006358149, 0.10516278003907902, 0.41595551953381604, 0.22116914178447658, 0.20753780679781292, 0.3890674470953066, 0.15374426676547864, 0.2636170902781528]]","[[850423000.0, 849006000.0]]",38.11
32,"[[0.16438653440849288, 0.19526280912862062, 0.17609831186879338, 0.23565857616609637, 0.225450694933163, 0.3622398160724764, 0.24268874944409746, 0.09076177448446984, 0.1738995308065191, 0.1505247380674577, 0, 0.03562414961173502]]","[[15998830.0, 15998830.0]]",39.86
32,"[[0.19721395549731288, 0.21231872963927126, 0.04125115978304139, 0.1596566699947007, 0.16627872438963018, 0.4633545847100911, 0.2666817412450213, 0.2872074334448202, 0.22729467170933243, 0.31289975637646744, 0.1298556808695278, 0.2240213968508013]]","[[904261400.0, 774474100.0]]",46.67
32,"[[0.34285837923561135, 0.14066845268003456, 0.16330439818987097, 0.2847110356493114, 0.14214956628052627, 0.18553242623040267, 0.2396666201834372, 0.11715584444663557, 0.21443473598801172, 0.3402693527798588, 0.1445146895152876, 0.17361120679710335]]","[[913609100.0, 912732700.0]]",42.51
32,"[[0.2462096592910467, 0.1267073073587251, 0.12902538721260776, 0.2774034708995959, 0.18073107923676254, 0.16420967120362814, 0.26026537518915555, 0.35882129615870173, 0.25509429255922744, 0.37440802723867006, 0.2014111797959908, 0.3734720266950642]]","[[98590490.0, 98590490.0]]",45.14
32,"[[0.15790614960236082, 0.19960651720683956, 0.20831618912936126, 0.19608811173390758, 0.12322231593756368, 0.18188914700028516, 0.1572050377983215, 0.21737438182860547, 0.19182834490738457, 0.11321755575661127, 0.17791781282111988, 0.20801546881852898]]","[[903112900.0, 903015400.0]]",150.97
32,"[[0.17071756423910667, 0.24196838904110568, 0.2972570029814702, 0.17417714890040964, 0.25180930326436146, 0.2339927630557193, 0.11382980862482295, 0.2300244889629947, 0.19365075268239645, 0.12141111741275075, 0.3281890276567361, 0.25561703316346407]]","[[878533600.0, 877420000.0]]",46.83
32,"[[0.21843817145856764, 0.28442432130533213, 0.15706157058172995, 0.13498688434655925, 0.21454669774341897, 0.1667712014464231, 0.2519456121102693, 0.13271413889303235, 0.14437524654924563, 0.1640538921639988, 0.2378304317541685, 0.17984607256121826]]","[[878533600.0, 877371700.0]]",47.89
32,"[[0.08909317049285317, 0.23125951462280359, 0.21954796348234687, 0.16365324144844806, 0.2943940037628145, 0.2159731822928012, 0.16564931675436276, 0.19544029932804657, 0.11570896489770202, 0.11240940488535836, 0.16010137460669913, 0.17525258535696153]]","[[711484100.0, 711484100.0]]",54.34
32,"[[0.3738454548471972, 0.1052662485674375, 0.24528417044382048, 0.15194787151990588, 0.12379423568630145, 0.21351704563417948, 0.20560522837913595, 0.15327607608607602, 0.24274983875696068, 0.2803643231752775, 0.22585740617430586, 0.34313530817602544]]","[[915933100.0, 767341700.0]]",53.02
32,"[[0.39414095358498336, 0.16615288849236048, 0.3227262299170556, 0.1890611955937742, 0.27288970929184564, 0.1759193035692712, 0.19164440234120042, 0.1970574309279686, 0.235592257356002, 0.19941946408571723, 0.17458926929824237, 0.15443167502677774]]","[[901133300.0, 901133200.0]]",55.58
32,"[[0.38561829086310295, 0.32061963876528693, 0.1567563021980182, 0.2859383056384302, 0.2416761158204399, 0.10534709638532046, 0.16534698927403307, 0.187407662744492, 0.30018544731391916, 0.2317938256572746, 0.20611742817310502, 0.26129433532203566]]","[[915933100.0, 915917500.0]]",60.77
32,"[[0.16178233109974977, 0.21823863042837663, 0, 0.2542648042230568, 0.23841211289187228, 0.16708239777698758, 0.09050243359978696, 0.2600160568715244, 0.16305557169398927, 0.04723559325361901, 0.18721802163233844, 0.18436472972864068]]","[[802448400.0, 802332000.0]]",40.06
32,"[[0.16279147900653199, 0.17958444350300656, 0.37893656813139887, 0.16829734286956122, 0.1369755727215201, 0.2827972765676877, 0.2598581023835411, 0.31996168143106396, 0, 0.19281297707917158, 0.15492403480039005, 0.1707990103338453]]","[[914437800.0, 908991800.0]]",38.82
32,"[[0.4601452145615073, 0.23110004178940546, 0.07103016432944384, 0.3058839220244812, 0.15767517566912592, 0.31575813744108583, 0.23058344035461747, 0.165717942775617, 0.3895224585017348, 0.07699791465369527, 0.19420759812592034, 0.19443525665430797]]","[[914437800.0, 908281800.0]]",102.22
32,"[[0.16329582132064907, 0.2903802113342738, 0.1529862735335883, 0.3370513193676526, 0.1677658196538556, 0.23062324779651097, 0.3027282898163881, 0.3740746051693893, 0.15585029177654097, 0.2264075094775175, 0.21315639541303444, 0.2757936626037955]]","[[914437800.0, 881249600.0]]",49.51
32,"[[0.24796842794644805, 0.1313565002516453, 0.24066640306325918, 0.1129294136756082, 0.3248157341461211, 0.19064564036427284, 0.24300056148165278, 0, 0.22480599308202867, 0.2632108291710642, 0.2616919837190899, 0.2282285192933812]]","[[889086600.0, 888508900.0]]",49.13
32,"[[0.24740155499234723, 0.20856015762549854, 0.05303035104936771, 0.21237062599512013, 0.21278925632691809, 0.07684370154762978, 0.21663629789377892, 0.08691051190468774, 0.27823062558923967, 0.1075903797078116, 0.07885576857103202, 0.125793761096881]]","[[889086600.0, 888489200.0]]",45.87
32,"[[0.16471040912910712, 0.1264894184203032, 0.24861663855290395, 0.18477438543866184, 0.2687615695143529, 0.12329873168745459, 0.13504271643382015, 0.27633386909654145, 0.09706847961678142, 0.27236535912018534, 0.24563620485520482, 0.2974502606265128]]","[[47644860.0, 47644860.0]]",58.44
32,"[[0.09167318361888752, 0, 0.2515500729195842, 0.06576300272667238, 0.09091050989197341, 0.26237646282341753, 0.04976458767194705, 0.2149450652532968, 0.13386534832543817, 0.2535318682699386, 0.2899366686856444, 0.23915869019067132]]","[[300813100.0, 300804600.0]]",42.45
32,"[[0.24904102299979702, 0.25723405455852505, 0.16132614252267058, 0.24903454627553379, 0.18187646514721617, 0.41016609225236406, 0.1807259823237802, 0.12241747089587499, 0.2688451294043629, 0.24731591400776617, 0.31971722882840375, 0.21500345956690992]]","[[752801600.0, 751805200.0]]",117.1
32,"[[0.09281155419386661, 0.24889469133781308, 0.033097500526807905, 0.23020113243331247, 0.19106166957497348, 0.24228493236448811, 0.11890026459808985, 0.20061941677124762, 0.19598214749557713, 0.09490554161989981, 0.048473588658881905, 0.14608334794431865]]","[[862047700.0, 856117200.0]]",80.48
32,"[[0.24586930492315304, 0.19511545236589814, 0.3380980534852659, 0.09396537120886646, 0.06020417996690308, 0.2029646600448694, 0.15331937693583314, 0.14100868246283732, 0.20591236675599023, 0.18642221721218752, 0.1378283569264706, 0.10366961886122718]]","[[908889600.0, 908823700.0]]",56.28
32,"[[0.26043364411682673, 0.30024098988987014, 0.21137522525990193, 0.17022569111974048, 0.3103076303424839, 0.1376343820872014, 0.2778179283643336, 0.2817528571331135, 0.19154516768907862, 0.298739941783706, 0.24349748557217762, 0.1901975474041989]]","[[908889600.0, 767850500.0]]",63.7
32,"[[0.257789672102003, 0.17451038041264827, 0.13545170523573707, 0.3433522264723534, 0.20793488148913344, 0.1576980585590089, 0.3465512647236626, 0.26395700064508243, 0.14312615758206076, 0.1341574735631531, 0.1858792887124978, 0.3752295852376287]]","[[911005800.0, 794300000.0]]",30.99
32,"[[0.08831125426583455, 0.33105838305131985, 0.15010536879197234, 0.2143715313745542, 0.2099130443428648, 0.15060540467627925, 0.2759729464992931, 0.24764532654573046, 0.1771585617968172, 0.2387911164442309, 0.3491118291671983, 0.20030062543624122]]","[[905940300.0, 787728100.0]]",29.09
32,"[[0.18376226733510737, 0.18753084228559908, 0.13930634838816047, 0.2892483687534106, 0.18616224045106694, 0.32314480986937805, 0.15098060042251185, 0.16972336981599276, 0.21268900781459216, 0.14104782362964857, 0.19603129682930928, 0.3205609316855163]]","[[889136100.0, 875244400.0]]",47.16
32,"[[0.26008600798981263, 0.0947753824005628, 0.19000975997589958, 0.256677100082876, 0.1895682858060386, 0.24938402191761067, 0.04208675559132011, 0.3230684554117688, 0.11549456779267674, 0.21598895140830265, 0.21455461431858125, 0.15018744384300944]]","[[893822800.0, 871348700.0]]",44.41
32,"[[0.18168995883549116, 0.27692949175532167, 0.20213924139002765, 0.19037713899610476, 0.07657102812454458, 0.20937680893794108, 0.17954000264476644, 0.15624825605126746, 0.2812457770574669, 0.3151829638376953, 0.22725586942827064, 0.17521151901980855]]","[[893822800.0, 871348700.0]]",46.26
32,"[[0.2006730017246198, 0.14208483322981, 0.1924118979785436, 0.22880078483887115, 0.23278074282842307, 0.16939182077235265, 0.13667375737481002, 0.24465947252964695, 0.07705480647262931, 0.2040145248426235, 0.358160246776536, 0.09414142052337196]]","[[881570200.0, 881538600.0]]",44.73
32,"[[0.09502954501169901, 0.1559473111965875, 0.3561350598920841, 0.1457840511249499, 0.31607032810578173, 0.1394705876628265, 0.3368405828298452, 0.2334295695488213, 0.12480150976107154, 0.18051147510654264, 0.10947312375626472, 0.07790731195386573]]","[[152950500.0, 152946600.0]]",83.53
32,"[[0.20266885259547002, 0.20086110593438863, 0.2660609938655467, 0.05748149374972222, 0.26148398239598614, 0.11718767293993977, 0.0953197004578675, 0.22945027130089707, 0.15250498232778387, 0.1631585240950241, 0.11263727391940749, 0.21939933809561502]]","[[863776300.0, 859370900.0]]",50.88
32,"[[0.12622351194475184, 0.2398809591279314, 0.25333468682780785, 0.1104923740017601, 0.12542139954740916, 0.22405814091885953, 0.2285214971032946, 0.13711325693828924, 0.308074436134938, 0.17117649298002474, 0.13594361960713663, 0.20925682483997776]]","[[884214900.0, 882761200.0]]",44.58
32,"[[0.2586538831741385, 0.23615051177238497, 0.26266719588514875, 0.1860048240574443, 0.08718833619383384, 0.2605481669355898, 0.11553182851285532, 0.29595928904015756, 0.18539327503478634, 0.15029023280298476, 0.15687558094028237, 0.2660487827762171]]","[[884214900.0, 882567400.0]]",48.02
32,"[[0.1292925097206062, 0.0651499747622235, 0.1956008958004214, 0.21056197756092623, 0.15896879957954696, 0.29466142493877023, 0.20442959036475342, 0.11692004494564547, 0.22791391323872656, 0.20986214654615368, 0.3146840698925925, 0.0314877711477799]]","[[826557100.0, 825377500.0]]",47.79
32,"[[0.18235351870516342, 0.11894388283993673, 0.19959750770931486, 0.3089263270991107, 0.21755914955195035, 0, 0.2443372993127309, 0.17728681635382, 0.20656763274006332, 0.22274499581238744, 0.204441536609734, 0.16183714526225848]]","[[884222700.0, 869102700.0]]",39.38
32,"[[0.3045776883638562, 0.08784627730416475, 0.30897547348242294, 0.2466271781215836, 0.10728046086056693, 0.13221210606848488, 0.23695840873599264, 0.08282624744457151, 0.20722324791999167, 0.1573219072031334, 0.22138093364989872, 0.30601604992344267]]","[[884222700.0, 819063500.0]]",46.16
32,"[[0.31111549875931876, 0.2331489237196478, 0.16213114892205682, 0.09111779979715659, 0.19988842120998163, 0.16036090737069353, 0.2122092664245617, 0.013363966332601201, 0.25337776729372435, 0.2222347876646664, 0.14970108623567557, 0.18027907933033843]]","[[83553440.0, 83553270.0]]",56.57
32,"[[0.15074605018898352, 0.22018148910443702, 0.17216601014403343, 0.14322058177680963, 0.2218026013949511, 0.33829363088687514, 0.14287429591911238, 0.21389874773591394, 0.18448298662682597, 0.21703389816483404, 0.16490949283138184, 0.19215600446665548]]","[[906626700.0, 903016200.0]]",38.21
32,"[[0.15386643384179335, 0.11418206317586303, 0.30210167185815134, 0.2132295516694431, 0.3616156529671299, 0.2070347222231548, 0.10558487620274334, 0.20162092442677068, 0.11672530694531008, 0.14948532894956792, 0.20951698879282674, 0.3578533895864662]]","[[862297500.0, 858743100.0]]",37.5
32,"[[0.20200983244868895, 0.19042821787133954, 0.13197113138130195, 0.21245917157335212, 0.1626936009616109, 0.23292625571147152, 0.2573287877143102, 0.209351026364386, 0.09494077732673453, 0.11276180489242911, 0.03910698350714997, 0.23191171446120332]]","[[863776300.0, 860532700.0]]",47.9
32,"[[0.18348438989776078, 0.22297398418057998, 0.2584026929964984, 0.15419806330207894, 0.3452967836836278, 0.1970395068525794, 0.21863048781240318, 0.188309540639634, 0.2544464465604168, 0.15627742784657506, 0.17313902996074446, 0.28977537587153646]]","[[847613800.0, 847613700.0]]",216.26
32,"[[0.23840095227838265, 0.26718728843808226, 0.08379189776688473, 0.15332524516364143, 0.17224478985581218, 0.1718747773365536, 0.16004984063997305, 0.19915081237332086, 0.32958627607661195, 0.12355705692757438, 0.27600934231965707, 0.21031755799199425]]","[[71908540.0, 71908490.0]]",43.55
