CPUs,Input Parameters,Output,Simulation Time
32,"[[0.1712375892289893, 0.07961075734268579, 0.240454219569742, 0.26525134606662515, 0.3107798424852476, 0.33324158198257814, 0.24695678003261132, 0.14468541033846602, 0.2787470361986829, 0.20033634208536638, 0.11501470646553871, 0.22654905408648857]]","[[64171120.0, 64171120.0]]",36.47
32,"[[0.1917177675417339, 0.11110325070546292, 0.13115964839914365, 0.09549236981857917, 0.1505795406418783, 0.04989015774275127, 0.16925932582013736, 0.08434271640332547, 0.1803454443229564, 0.26796492448347814, 0.2690645391669434, 0.33810620394435936]]","[[64171120.0, 64171120.0]]",13.08
32,"[[0.2657234952479882, 0.07747291843890104, 0.08543231867843365, 0.2927981289238817, 0.24010310930032566, 0.12996142233685504, 0.2048869327806284, 0.07164412739450707, 0.352597353777172, 0.19503930835045002, 0.19995325799532332, 0.14654695103019805]]","[[64171120.0, 64171120.0]]",6.13
32,"[[0.33677156835982164, 0.20677329445621478, 0.021656728941455705, 0.16532822783971754, 0.2818855337889011, 0.35078191379104695, 0.22633689979860203, 0.18756748946617893, 0.12249423711832888, 0.35229136404482, 0.20364122599008444, 0.1731085723256105]]","[[64171120.0, 64171120.0]]",10.27
32,"[[0.15794986286836174, 0.23057631842797177, 0.11036794806955258, 0.2268906373317599, 0.1253707847693098, 0.2696286543831692, 0.19845366636850664, 0.18834446452432912, 0.2441468954492795, 0.16022636056312362, 0.13479316708116582, 0.21835004111936132]]","[[2637169.0, 2637169.0]]",6.16
32,"[[0.20313843831388706, 0.3493308901693356, 0.1445806028592202, 0.19034645814495593, 0.08612730325250197, 0.1288909263720518, 0.08368601810001654, 0.2409450612715875, 0.18424655004989948, 0.17725657242894974, 0.3065505960004484, 0.1565710718948289]]","[[1230679.0, 1230679.0]]",6.74
32,"[[0.23410268186859298, 0.2629099236799154, 0.25218286656382954, 0.23854534632602892, 0.2497090386817046, 0.2851572468954129, 0.32781065896851147, 0.22283808386160142, 0.2826752330375567, 0.12604158295995493, 0.012878346035700677, 0.10696277061029758]]","[[64171120.0, 64171120.0]]",5.63
32,"[[0.09635272439362061, 0.15324510902600713, 0.2505180555561253, 0.17794375587462377, 0.09759157815847681, 0.03946539357345796, 0.25855902963198396, 0.1368997010348761, 0.30584210311323823, 0.19786207080553683, 0.12214259957597277, 0.21703635664577436]]","[[527433.9, 527433.9]]",4.59
32,"[[0.28458646478254757, 0.24734442555827763, 0.200096336558039, 0.2069291604199302, 0.1930097435297245, 0.06701113823106206, 0.14780222728500003, 0.1469877272952826, 0.21891975013162512, 0.2451397257235172, 0.18735182648764237, 0.06080875250016382]]","[[64171120.0, 64171120.0]]",4.33
32,"[[0.3699993409848946, 0.18728633664796343, 0.2946028305147549, 0.24625208797476705, 0.16994168594608958, 0.15096814390072028, 0.26037780405219846, 0.3151735425337528, 0.10656910546094982, 0.0741125087600433, 0.20811708906645127, 0.11135279447850034]]","[[29247950.0, 29247950.0]]",26.79
32,"[[0.18482138147593222, 0.18799289482689768, 0.14925135341551474, 0.21430062649813725, 0, 0.200183478135234, 0.3473686849448626, 0.2876708037234215, 0.13028409290720216, 0.34631854139988105, 0.2718969275909433, 0.2532826799745552]]","[[64171120.0, 64171110.0]]",6.61
32,"[[0.030255883877986, 0.16274995666118147, 0.0783719097909611, 0.13086425796736156, 0.2114064818638115, 0.27072835088856656, 0.30862652346837016, 0.26900561919133187, 0.1159967368279703, 0.16634110773160918, 0.2275365383744011, 0.2953186044476005]]","[[40901200.0, 40901200.0]]",6.7
32,"[[0.16168148029048524, 0.2402908558870651, 0.2140840638589305, 0.323977902599058, 0.24795514341534747, 0.10023827437434704, 0.1623264466787694, 0.20747159756503536, 0.19537430952963092, 0.17992936989328367, 0.252552707528886, 0.2916668866923467]]","[[175811.3, 175811.2]]",8.48
32,"[[0.3035910799301673, 0.19446071877451335, 0.16193336832057442, 0.3110002276149793, 0.2659502206156701, 0.21369899785955307, 0.30417655070250077, 0.08836753305281089, 0.2729169958916283, 0.11865902422834813, 0, 0.16698602723745629]]","[[64171120.0, 64171120.0]]",5.51
32,"[[0.13881188914389275, 0.21316659945829547, 0.2900118421352322, 0.16452904407441135, 0.13442362102603345, 0.15674268135013997, 0.14984038043127332, 0.22145786779177934, 0.18641283625665478, 0.25760801281621815, 0.2659303459850594, 0.251028254153548]]","[[56787600.0, 56787600.0]]",5.57
32,"[[0.13713769384401536, 0.19375077556280937, 0.14481984561133088, 0.2530237731687353, 0.24536566973932183, 0.34103155625028003, 0.11656382348020188, 0.09933202212905005, 0.16915379415341103, 0.1337854469080867, 0.2557689300698558, 0.25500197632366284]]","[[63096340.0, 63096330.0]]",5.82
32,"[[0.15407706025589923, 0.0489880134495701, 0, 0.21925339810854466, 0.19780383199527632, 0.11157276058035544, 0.21743418199693346, 0.25794628012502946, 0.1013157703784591, 0.23227426999728412, 0.2381544995845857, 0.27809172615343813]]","[[64171120.0, 64171120.0]]",4.75
32,"[[0.21894203243628474, 0.3187637984581337, 0.2117191105971913, 0.10989030372798127, 0.2041632894187695, 0.36278340740152737, 0.14388351862333057, 0.15785465122239956, 0.2317742190217555, 0.15609312478354376, 0.1765854344346241, 0.1443067555932711]]","[[56408590.0, 56408590.0]]",4.97
32,"[[0.18215247805541226, 0.1367371956056666, 0.20299189911505255, 0.15125831430105083, 0.27275737387845267, 0.2732366898169355, 0.19237954059108095, 0.3100392281644496, 0.23421631591105357, 0.30203489061375166, 0.150986927041595, 0.20208085672509019]]","[[64171120.0, 64171120.0]]",5.2
32,"[[0.11545561817993093, 0.20584115314448023, 0.1857121773557908, 0, 0.22703426780776093, 0.22449453898741928, 0.18469472071833173, 0.1766476615241912, 0.22741839971261704, 0.31339606666953995, 0.15348270261746866, 0.2641359127205192]]","[[64171120.0, 64171120.0]]",20.48
32,"[[0.26115404931213504, 0.23753105792300794, 0.133108934089262, 0.28510512704336954, 0.2919697545731208, 0.2882707124894341, 0.1860383507320783, 0.24677869960485135, 0.16483884287785525, 0.22490712420732945, 0.29855967431688324, 0.19920963426469818]]","[[63467880.0, 63467880.0]]",5.94
32,"[[0.22878791740919402, 0.12804423511429064, 0.17454580636197503, 0.15049604741935385, 0.1465602210447044, 0.1754173740339074, 0.2155898949686174, 0.10849166699552626, 0.3156451382983252, 0.2845933222283077, 0.06919853119272257, 0.17721602594604252]]","[[64171120.0, 64171120.0]]",5.85
32,"[[0.24443713743590814, 0.2879659056697318, 0.06787086335351375, 0.3779005107819663, 0.12276377902801854, 0.06054269150240732, 0.2871171264505697, 0.1782878572325651, 0.09213625757063817, 0.03204937394922597, 0.20709726604678125, 0.18250248426980265]]","[[64171120.0, 64171120.0]]",6.21
32,"[[0.24589288905406406, 0.13980277299078614, 0.3151077302538889, 0.08120117527242138, 0.233118110230182, 0.24332854326077843, 0.2485926130726847, 0.3019533324974879, 0.11143028941245507, 0.3305348470842873, 0.20611178942276925, 0.09199363821505785]]","[[64171120.0, 64171120.0]]",21.16
32,"[[0.18103344791353074, 0.27146373895716025, 0.17697596574025318, 0.23250308183101343, 0.1630121878672236, 0.1860424290004295, 0.07965489889276385, 0.18247418966400594, 0.22313344166000526, 0.08350251490519597, 0.15671107811214088, 0.406133467272987]]","[[64171120.0, 64171120.0]]",5.12
32,"[[0, 0.09440714824548667, 0.26856741046782906, 0.3013333022046169, 0.17170293599257794, 0.2015496780167635, 0.178462820073306, 0.3559674425438597, 0.25172080523141316, 0.1513123307844827, 0.13767256941209866, 0.29023602415574673]]","[[64171120.0, 64171120.0]]",6.89
32,"[[0.1294942478195142, 0.11785908238152916, 0.15931702141091042, 0.14080716292200557, 0.33024723356007235, 0.18843574607456484, 0.20313467669935265, 0.27783185553523004, 0.07776177842650066, 0.06301867846586173, 0.28519667113330527, 0.20894632424094003]]","[[52919200.0, 52919200.0]]",5.47
32,"[[0.3217023817185307, 0.2679363222567604, 0.25567615462528587, 0.20170488844640108, 0.06441054539592986, 0.23369138618555005, 0.1290915464339669, 0.16925610116520057, 0.24168566812728676, 0.30422084191971277, 0.08213019134378303, 0.17537006951275136]]","[[6865235.0, 6865235.0]]",5.81
32,"[[0.28937332528092496, 0.4135871105399249, 0.148049521199397, 0.17346669520695285, 0.22878573796255883, 0.16937070465163895, 0.2692036824247733, 0.1926587457715277, 0.01605494032422386, 0.23032777365344842, 0.35908853969309684, 0.13514294984440803]]","[[64171120.0, 64171120.0]]",5.13
32,"[[0.27046930039674666, 0.09590493635923535, 0.22525810732349796, 0.24063395478728825, 0.12014999812856979, 0.3003295391956139, 0.23284468388445587, 0.3325889952499067, 0.13555835906377206, 0.16263240558285247, 0.33420756812877545, 0.15501618482911755]]","[[527433.9, 527433.9]]",6.2
32,"[[0.14811038797799714, 0.2208965227391068, 0.15303830754560382, 0.25808045791243034, 0.27940137718073127, 0, 0.12139074463206584, 0.2945660793683249, 0.2546078570092961, 0.16819120486127356, 0.3131055745759183, 0.09736227158217674]]","[[4454802.0, 4454802.0]]",6.25
32,"[[0.21225609788586133, 0.16969505726701262, 0.10580662941041227, 0.15534119899618423, 0.14880543407277053, 0.25443047488499004, 0.35881231728021534, 0.047892563574217534, 0.2602211771013661, 0.20368943470685416, 0.18947048814436035, 0.06648809821586055]]","[[64171120.0, 64171070.0]]",9.09
32,"[[0.1968869146333733, 0.2595705805650766, 0.27057235375042565, 0.36877465856950453, 0.26094325061744506, 0.2493685425452179, 0.14599976313938873, 0.21310884811855615, 0.16247824692872243, 0.1397579895157421, 0.25508888530643875, 0.20760951860691587]]","[[64171120.0, 64171120.0]]",25.39
32,"[[0.187720558198752, 0.18122145998355077, 0.3222410670501078, 0.25468087911476583, 0.21761326522678104, 0.1664003039568354, 0.2786349546557978, 0.11568201538942048, 0.37350697378222925, 0.2897088243887179, 0.17067153599779555, 0.26237064702759705]]","[[527433.9, 527433.9]]",5.85
32,"[[0.22426073328111487, 0.18960838976822333, 0.2628071042373591, 0.19764071027856794, 0.12989209673719626, 0.28433653993149716, 0.20283336217904088, 0.18536255425505208, 0.19821685521658966, 0.24339343085487003, 0.11178780029488275, 0.33220742933434116]]","[[5450150.0, 5450150.0]]",3.91
32,"[[0.121507520660184, 0.24914099014762575, 0.06712323784547164, 0.17997214487084306, 0.1697590371843515, 0.16182772701112955, 0.14147602791918523, 0.32286036947131114, 0.2770673840664553, 0.33912532813772583, 0.22514527879184867, 0.15235485368362164]]","[[64171120.0, 64171120.0]]",5.54
32,"[[0.34131253685426566, 0.16441560741640543, 0.20315096392978224, 0.2883287102798662, 0.22649400574578288, 0.20920318782342923, 0.21399638166858576, 0.19994379285260225, 0.1822124124632979, 0.09480375987047307, 0.16367433148805843, 0.23758524382018953]]","[[31821840.0, 31821840.0]]",6.17
32,"[[0.15559253293448438, 0.2911842612644374, 0.2934127226402445, 0.19127378883748522, 0.4039101998787721, 0.22281228101266154, 0.32156721940069033, 0.1526328396422146, 0.1258717962799409, 0.17461069342723168, 0.22656265651612326, 0.2341417912011674]]","[[31821840.0, 31821840.0]]",17.72
32,"[[0.19269413626353746, 0.35934903489626535, 0.24400778289902325, 0.22283491420889162, 0.1428215423858662, 0.19093149551806762, 0.18260085202437756, 0.012778603865673893, 0.1177941470343022, 0.10963234121677093, 0.09776848289471667, 0.0456967782404841]]","[[37096180.0, 37096180.0]]",9.84
32,"[[0.07822215423698385, 0.3216185969526465, 0.1297048125663561, 0.062329747141700864, 0.2904782805602045, 0.14549179747268368, 0.009070284700093217, 0.19633999081852377, 0.2077252501616325, 0.24213829753818167, 0.1404916081129707, 0.2284237785029035]]","[[64171120.0, 64171120.0]]",32.27
32,"[[0.16853219979711892, 0.2649884524151943, 0.1355879250115053, 0.14814939436317154, 0.21511594353219068, 0.20568514814512628, 0.2076422912846664, 0.1275852793320542, 0.21859415578508118, 0.18608089792789306, 0.3265832088193077, 0.1636452410688391]]","[[64171120.0, 64171120.0]]",5.13
32,"[[0.21787200778703977, 0.05334437904807379, 0.18630764588220147, 0.26627528970172065, 0.04800471780464832, 0.15267169747302714, 0.17103342344465977, 0.26287164865199375, 0.2127413804812086, 0.25056629894539517, 0.18514302884684194, 0.14857271427345203]]","[[25619310.0, 25619310.0]]",39.73
32,"[[0.23829082626332637, 0.21231250974265242, 0.1997174210705966, 0.19480934890295995, 0.18668256316717613, 0.21128418122477757, 0.1971868465660275, 0.23504358019009114, 0.14721149422217142, 0.14440986832025368, 0.21845254252318125, 0.11467670407477695]]","[[52919200.0, 52919200.0]]",11.77
32,"[[0.30620541178611294, 0.2249845316626275, 0.24024079565703527, 0.051124503129874405, 0.16126257440720904, 0.1265597436853392, 0.21123545527456838, 0.21767118264815066, 0.3004769929731864, 0.272270726770257, 0.07837166635876966, 0.12384012346904964]]","[[64171120.0, 64171120.0]]",5.46
32,"[[0.40110265824165725, 0.12151861828649614, 0.11359444683777517, 0.18614089360358324, 0.2066356018508027, 0.0939654854922962, 0.1553534761418197, 0.2847300872291752, 0.20379029082200273, 0.10780449928874362, 0.10848346749425862, 0.10414726439070456]]","[[13493470.0, 13493470.0]]",4.39
