CPUs,Input Parameters,Output,Simulation Time
4,"[[0.3392564668442297, 0.20212397466524232, 0.19162712980571228, 0.16531233231459258, 0.1925582672079792, 0.1595330221125826, 0.31642045657051654, 0.17461239124978134, 0.18211990596162764, 0.15754517755613034, 0.21152166166245845, 0.21441127233323393]]","[[746277800.0, 746277600.0]]",149.28
4,"[[0.32431706397671756, 0.22691142486892213, 0.2782254186775766, 0.20615129601508766, 0.0892965757290841, 0.27532755791587515, 0.2442150548088814, 0.16291104127478917, 0.23822580689391412, 0.34095602486290616, 0.26668386567576585, 0.08137953512950535]]","[[342336400.0, 342336400.0]]",145.18
4,"[[0.29724667572621344, 0.21056095044939258, 0.07230524440303193, 0.22558436597985673, 0.15267104256208966, 0.2577036924860754, 0.28207587613165863, 0.09334856886298724, 0.16018476992571956, 0.2610743003805768, 0.23160257481786653, 0.2076487502012979]]","[[363433700.0, 363433700.0]]",145.21
4,"[[0.3091937507687551, 0.22148518806454837, 0.29496899805984506, 0.09910500366664975, 0.305242357307679, 0.24054914762944674, 0.2687219078072155, 0.28294714344108307, 0.3240713795973632, 0.17947651574219586, 0.19591583582720468, 0.29241689773951096]]","[[900864600.0, 791949200.0]]",152.79
4,"[[0.2930215724062308, 0.08838771780879945, 0.08864240982248556, 0.2873807617229445, 0.18483299723160038, 0.14039225644777076, 0.24922936625672049, 0.026148388448268556, 0.2828441025791164, 0.2200148119943799, 0.19219680770374598, 0.22183832035200662]]","[[889563900.0, 781787700.0]]",137.77
4,"[[0.007763559138294046, 0.29679111904478805, 0.47436281664086655, 0.33169538915286, 0.26315742606127296, 0.17734580845744422, 0.23914203749144103, 0.18465328454955163, 0.1963294024882967, 0.16085370532653487, 0.2957516378502518, 0.16525122285840266]]","[[889563900.0, 776791100.0]]",299.3
4,"[[0.35018936828397784, 0.21581057635693873, 0.22035413090311995, 0.31586672254085424, 0.2807012105998467, 0.1423913274707458, 0.3540581980801376, 0.21513664866030507, 0.27808524396372647, 0.3076345348139848, 0.1645365978647303, 0.3590536231114422]]","[[889563900.0, 771072700.0]]",181.65
4,"[[0.31146440098450057, 0.1831065699662694, 0.13833654716798116, 0.20813499515582767, 0.1378814497423711, 0.09925055980320835, 0.15469947228658734, 0.33001873776043744, 0.24644131366848973, 0.1205728364916528, 0.15703771449308523, 0.26319041927378506]]","[[876300800.0, 876278200.0]]",145.0
4,"[[0.32064359997132064, 0.019552188883778854, 0.36627149278995264, 0.17873605114102498, 0.2555670732577034, 0.1613073898405369, 0.2357578405985175, 0.2692422857885944, 0.17961015067139008, 0.14265867300430807, 0.23230196869191652, 0.33005671822171057]]","[[631738900.0, 631732000.0]]",151.89
4,"[[0.2941409741830147, 0.17175487288466054, 0.19647032148815066, 0.29133348178517277, 0.36583783980283574, 0.3398732694036519, 0.04947030661034679, 0.13166553551829166, 0.2551477060780202, 0.13858023457453428, 0.27515471319856005, 0.11290217650947247]]","[[642287600.0, 642280100.0]]",165.3
4,"[[0.38835343602727734, 0.07350758401806318, 0.20297746161123675, 0.21309261344506875, 0.32787169655625353, 0.2597681525586907, 0.22117236532894297, 0.2049074400602707, 0.14898010853826982, 0.24574902106815105, 0.201168891556058, 0.30485157371136723]]","[[809027100.0, 808934000.0]]",144.96
4,"[[0.3334084373454498, 0.14233065055552538, 0.2690575868921832, 0.36249678630461646, 0.14508642155208462, 0.12234408871975506, 0.2750270241143056, 0.1513741401947082, 0.14224908765937655, 0.2320814258903993, 0.10739676002554209, 0.022896776150545417]]","[[922567100.0, 805063300.0]]",136.72
4,"[[0.3215921821326369, 0.1640807844256223, 0.028455544615589495, 0.08853958953723844, 0.26482500354520633, 0.19972406313814814, 0.1310399484856996, 0.19428573757771242, 0.30111511737119956, 0.24940986982669755, 0.38262588065061987, 0.14053761428065534]]","[[841248500.0, 841135700.0]]",147.29
4,"[[0.33047167721382625, 0.10126264102934471, 0.18516001297905071, 0.12222000014442713, 0.1721130290123498, 0.23882946503976396, 0.20968934337975584, 0.15660711959276, 0.3896594892488686, 0.09110695705440754, 0.17232425395085993, 0.20055623711630535]]","[[910587200.0, 779226500.0]]",140.51
4,"[[0.30592439928113646, 0.11243348201373654, 0.1686886925636654, 0.2454427775450779, 0.22570929914887877, 0.27785285246801705, 0.335613345150246, 0.25449944503120314, 0.2280013544825844, 0.20482080392268723, 0.3093175578018251, 0.18813084284525744]]","[[99614680.0, 99614660.0]]",139.5
4,"[[0.4340062177752904, 0.24287315675400628, 0.14067832472727385, 0.14548207250599182, 0.247880998327189, 0.22697093284786982, 0.22618249859688547, 0.2227911268226565, 0.07930283737569317, 0.16485831398523915, 0.08251413861008867, 0.19521650154709738]]","[[899409000.0, 814826200.0]]",195.71
4,"[[0.2989415150689822, 0.19739034333557498, 0.2804565770758182, 0.13350968186011167, 0.21998952570969665, 0.1872851828925726, 0.1740531156348571, 0.14668118879612635, 0.05054835678021849, 0.20790857001594198, 0.2174675083026867, 0.22608036968417838]]","[[131974100.0, 131974100.0]]",146.0
4,"[[0.30115344096544405, 0.13513775411072326, 0.24550439430605903, 0.07594919977900746, 0.07481269685887312, 0.22535652024524716, 0.29643427516996007, 0.07334801422343223, 0.10412546179277242, 0.11525632294503717, 0.1384014450926585, 0.09663676417272186]]","[[898891000.0, 775042100.0]]",129.51
4,"[[0.3629726069291152, 0.12685769690231685, 0.10938604123825149, 0.15020867394655782, 0.2128361149927584, 0.1747704004949014, 0.25649467081856997, 0.20632350917838466, 0.20367706177729006, 0.061288853799772364, 0.2569206432880032, 0.1843762171556046]]","[[906558100.0, 906419000.0]]",152.91
4,"[[0.3154432122683122, 0.24940305388962128, 0.14798974850913932, 0.2642018554524328, 0.20804709426092977, 0.12478587882838173, 0.2175571610862348, 0.27492587241174493, 0.13817118862605987, 0.2799316941842974, 0.1392708113605528, 0.17688446397738833]]","[[253283900.0, 253283900.0]]",153.49
4,"[[0.39965817282491045, 0.15234363336674778, 0.3139543816692584, 0.2360699461918936, 0.17934016105476477, 0.060471703077012495, 0.11963507170066426, 0.2424187527067158, 0.16983673134182317, 0.09867237096136659, 0.10933774585359297, 0.16232283402297476]]","[[906558100.0, 906348300.0]]",180.15
4,"[[0.3077678041847557, 0.27419079173669797, 0.21055624415310992, 0.11501842740300351, 0.1995653851366756, 0.19820748117862508, 0.18937869832831086, 0.3048316358138852, 0.30924542428814134, 0.2652741190069427, 0.2839184932921609, 0.16860445182666628]]","[[179503300.0, 179496600.0]]",153.39
4,"[[0.3184083398419424, 0.33201246320528705, 0.12810118361484754, 0.3445864733505976, 0.10533678232106994, 0.29754634243120026, 0.12275140270143962, 0.3007357568448606, 0.12544970875898384, 0.1925866182216127, 0.2196954983044171, 0.285115787844052]]","[[137292000.0, 137287800.0]]",174.18
4,"[[0.3027968529127536, 0.2588064638866649, 0.17700371253446984, 0.2230181515546586, 0.27197126353350354, 0.06737107501142175, 0.1790585933212491, 0.11581765746914326, 0.16575698943585784, 0.18269362754275248, 0.04528847528731539, 0.13066582623616513]]","[[2637169.0, 2637169.0]]",174.86
4,"[[0.05519013930116537, 0.16456405026015847, 0.3383284260432694, 0.19793788778343532, 0.18933527418324897, 0.14463086968368227, 0.06255524209762064, 0.3096293011777958, 0.1443811164451168, 0.19458743743468773, 0.12194095253043581, 0.15973092271422162]]","[[110936900.0, 110936900.0]]",152.8
4,"[[0.369262503646107, 0.2856315266566285, 0.33641506628322293, 0.270181569548104, 0.16083402545932324, 0.33312741269686147, 0.15235372855953663, 0.2263636988173516, 0.26683677669988787, 0.15394457305572112, 0.3265224624299352, 0.14975909679653732]]","[[855614100.0, 851025200.0]]",267.97
4,"[[0.34337703145258347, 0.19031385915543103, 0.22529849594169216, 0.2605452361442558, 0.2332388911727707, 0.30091425954436213, 0.18181635739929067, 0.1929415189611246, 0.11029191745272074, 0.04400274493840195, 0.2527812563786367, 0.24784551424192058]]","[[480140600.0, 480132300.0]]",270.91
4,"[[0.19861742328636778, 0.08351760841788845, 0.3393981153743828, 0.11320302998560897, 0.3473049340055513, 0.03100851923380346, 0.1943951941838633, 0.16472967307786995, 0.29136722723332553, 0.12020327718688222, 0.2559518061157418, 0.2376419034228154]]","[[770206800.0, 769101300.0]]",151.62
4,"[[0.18976352911768354, 0.2515109669603822, 0.22768073016120327, 0.13643802647509878, 0.10746884956519348, 0.09239696932363443, 0.16611727610568175, 0.20331697531488593, 0.07219194437754192, 0.18005124425392466, 0.2122804367747412, 0.16782893078868588]]","[[770206800.0, 769101300.0]]",151.57
4,"[[0.18876347513816064, 0.33998634467472766, 0.26580740989982055, 0.05371416546058835, 0.2069732735821631, 0.28200165711660946, 0.306018206256398, 0.24421058559526876, 0.09246485230891333, 0.26137449687321135, 0.12807774107780528, 0.3187379462262282]]","[[892115700.0, 890996100.0]]",151.04
4,"[[0.1786539165134251, 0.2817737346574506, 0.0949007186131726, 0.12906753415795866, 0.28489954244459664, 0.2631497116342769, 0.2053807200967296, 0.3241811244068043, 0.3434472829798647, 0.3558954692245261, 0.15180123078732344, 0.19238903786425676]]","[[811118100.0, 810012800.0]]",150.79
4,"[[0.1777028249741979, 0.35229773516642726, 0.24263384803758412, 0.37207041592961976, 0.24683134957090705, 0.16151287803031383, 0.28901213153654776, 0.42146337224700037, 0.13165170764461087, 0.15060831675501152, 0.050393068136217606, 0.3379243778353454]]","[[895496800.0, 895311400.0]]",158.29
4,"[[0.19280092501082088, 0.2780733197399878, 0.18745647545603783, 0.2841604250520443, 0.31197068155391217, 0.14685047820891298, 0.23975293734199354, 0.24593659110075755, 0.2708454827112242, 0.1921253595317283, 0.18463957066426692, 0.18557820158348226]]","[[861265500.0, 858219900.0]]",158.32
4,"[[0.10216962582629993, 0.23661160501148007, 0.16859671099472268, 0.10102442283171911, 0.2233114034116099, 0.10855622344805146, 0.24895702305706008, 0.20819328736618858, 0.1648103261532647, 0.2462792527240199, 0.13208419097027713, 0.1980846025410714]]","[[357044600.0, 357043500.0]]",145.96
4,"[[0.19388969080530666, 0.25360496129632215, 0.20072011565124256, 0.17645387897126952, 0.1516338995039763, 0.13694940361122654, 0.23031477863889935, 0.19146673675578532, 0.18685059662039966, 0.2793618224275781, 0.2396731891670346, 0.04107479238250905]]","[[899678400.0, 898813000.0]]",153.34
4,"[[0.19460357669912842, 0.13151740410398505, 0.16652388155575584, 0.3256444836364735, 0.22109668125620743, 0.22331223644298206, 0.10994237836254091, 0.17289373360074967, 0.11863449086526458, 0.22043925669176512, 0.20046725325821368, 0.12690680338512686]]","[[898664600.0, 886004800.0]]",143.58
4,"[[0.1905533457899671, 0.16058230915974184, 0.1922684969278423, 0.23038873547265154, 0.2544494136669845, 0.25135095662862333, 0.27382717318053107, 0.23609312592017428, 0.1508695940578819, 0.12512877705754172, 0.2517300674364205, 0.19945147807648117]]","[[663004700.0, 662437600.0]]",151.84
4,"[[0.35543463272499465, 0.17922033784691668, 0.1605805499347307, 0.19879273872768408, 0.05024216542322085, 0.21278799742966367, 0.1998080610265189, 0.24775927862144698, 0.22472926072165825, 0.22871501444947412, 0.17647976894077005, 0.2731190565830177]]","[[897825300.0, 897819000.0]]",151.18
4,"[[0.17632755804678274, 0.14692092622180253, 0.07530317188737345, 0.1634219457292435, 0.32406119937627065, 0.1348425414584411, 0.29806690948259895, 0.2971729897970536, 0.17800795685589516, 0.23170572273730575, 0.21833647665957753, 0.1781190743503843]]","[[895496800.0, 895169600.0]]",143.09
4,"[[0.1803905144680662, 0.17536600307487335, 0.23629715837475662, 0.20088923612916962, 0.21549449378185778, 0.23685475779886386, 0.2501785048073752, 0.30891938221167614, 0.22965330703781728, 0.09981683683068451, 0.2764189502888569, 0.30338044577690026]]","[[895496800.0, 895169600.0]]",148.95
4,"[[0.17690818709888534, 0.05349349801278719, 0.17612125948554352, 0.18722800442294438, 0.18043182269776692, 0.36971790268656923, 0.16826836351588528, 0.2772783160617875, 0.19408015359888747, 0.05932579631295726, 0.13744806239494312, 0.2870783208956677]]","[[905779200.0, 905599300.0]]",149.92
4,"[[0.18715098148117285, 0.16718856162161655, 0.2932764055052106, 0.3100935948122553, 0.17466440532729133, 0.14879789938701382, 0.3323837064022125, 0.12123345910614224, 0.2855773313685736, 0.04063590053925331, 0.1561087590564328, 0.07007658486546262]]","[[893240100.0, 870142100.0]]",153.74
4,"[[0.19559530692557595, 0.19494625853152453, 0.14151928186069362, 0.26604053019595203, 0.07095114789606902, 0.16328047517598965, 0.22198419166762984, 0.1872942166005483, 0.14425349367360943, 0.13474626897293968, 0.1109521368679331, 0.21565924521170565]]","[[893240100.0, 878918000.0]]",145.87
4,"[[0.18804175874481072, 0.048293271079961175, 0.09810829920131857, 0.22153760494466684, 0.1672511641025336, 0.18944690469210482, 0.18732779844239952, 0.22441419496117604, 0.17477118847734566, 0.20426374030216196, 0.10877875181856801, 0.25951298056486205]]","[[220699400.0, 220699400.0]]",163.62
4,"[[0.1853232139201737, 0.32097644528903635, 0.17132378531510237, 0.15188928193002688, 0.0958619740918712, 0.11812300713275069, 0.2632494027596023, 0.1339316521805431, 0.21104179415741536, 0.30130819160753464, 0.2824434364333729, 0.22313284730806557]]","[[177622300.0, 177622200.0]]",153.42
4,"[[0.19354016880072444, 0.11970583399170569, 0.24834793552941328, 0.15515924217709023, 0.13453988455085425, 0.3119325761672512, 0.13865633863479776, 0.21354394167313362, 0.21990007788509508, 0.13904308645349986, 0.17312016518085455, 0.15214216149343238]]","[[717818000.0, 713752600.0]]",144.32
4,"[[0.19137751617797755, 0.18721604677156112, 0.27718278428265286, 0.19160141497103764, 0.22827919086712808, 0.11546165845626388, 0.20890370845563164, 0.2279726344791506, 0.20213048119282856, 0.2172973377780849, 0.3726625897852681, 0.3766050037881773]]","[[451887900.0, 451872900.0]]",148.92
4,"[[0.1972036649091976, 0.23249973798595025, 0.1579881643048221, 0.20981662058630116, 0.23881055690037947, 0.17516107680612378, 0.14954797636248934, 0.15473294232454857, 0.2405678838831657, 0.2572664415966166, 0.16375849495672287, 0.14606324375959343]]","[[2637169.0, 2637169.0]]",131.03
4,"[[0.1963840973478099, 0.20640112829275134, 0.3207327722590994, 0.17469795500591137, 0.2733073723839706, 0.3569161545976679, 0.1007329541858537, 0.15331032355651722, 0.19118353692972487, 0.19523731734575875, 0.08019927497575274, 0.2502835927516333]]","[[764954900.0, 764827200.0]]",132.03
4,"[[0.1922422920667182, 0.22412939735499474, 0, 0.30160086098290007, 0.19696081109896324, 0.21220852322635345, 0.07298921666551725, 0.20790850018521176, 0.26464741743004394, 0.28463054864016796, 0.2676906737872699, 0.2748067076964692]]","[[899594500.0, 899361100.0]]",133.43
4,"[[0.3773243085883855, 0.37668649095762075, 0.16721253521353618, 0.024935848850189513, 0.1271797372497318, 0.18573457865151932, 0.10565673423220288, 0.23777222348287555, 0.06608880413284057, 0.35962106008840616, 0.23877104349055783, 0.25391977932759724]]","[[917084800.0, 917075300.0]]",297.95
4,"[[0.18462087167724664, 0.10734940446698606, 0.21138922307311342, 0.2782068423467466, 0.26149014740884025, 0.21062598327108228, 0.16093908258145695, 0.10082469906217181, 0.26123809902085177, 0.235071082875855, 0.3113013758793533, 0.24368606295407974]]","[[876841700.0, 876537300.0]]",146.94
4,"[[0.19935576787916764, 0.29207989243210897, 0.1136258152623183, 0.23992102049568373, 0.11996994119677376, 0.2385682643374119, 0.39809832379723, 0.1957465466746823, 0.23308793657242194, 0.1832133863697372, 0.32966841304416367, 0.20475206134511026]]","[[927193100.0, 754593600.0]]",158.18
4,"[[0.179366584003392, 0.12114071138600525, 0.25566167607872525, 0.25034823808558093, 0.030299768214418016, 0.1767639924928494, 0, 0.2803985011597969, 0.25207725840838324, 0.24238779714254516, 0.19144367281583735, 0.17395944476230588]]","[[332193500.0, 332192800.0]]",129.13
4,"[[0.3232833630096006, 0.2761400266877088, 0.15168243972517964, 0.32347574567255233, 0.2500071137462544, 0.2686217960185113, 0.2583741307579779, 0.14350167487496196, 0.28196855431915685, 0.21415511336588386, 0.23214561856600824, 0.2623634571685874]]","[[484999300.0, 484926800.0]]",155.12
4,"[[0.20496477472814953, 0.21814584169578807, 0.1532845080111048, 0.2381636217133125, 0.1374692267228767, 0.34423718385212493, 0.24538692990256777, 0.2044342982249334, 0.03286774187150801, 0.26649835042247066, 0.15017205600664282, 0.12023128596611997]]","[[871505800.0, 870615900.0]]",140.74
4,"[[0.22264499406726435, 0.17417365661252687, 0.2313768018008838, 0.22759289039002004, 0.09009530227036631, 0.14161857105032943, 0.15575579514754223, 0.11925211561604404, 0.08618241788434798, 0.08581847212374767, 0.2576888321869081, 0.3232020165855518]]","[[876627300.0, 874888400.0]]",140.96
4,"[[0.20819043776868418, 0.13931061565759437, 0.08782966443777546, 0.24604938498416754, 0.27035460839094483, 0.2992755220482923, 0.22101730489176918, 0.16326931548122767, 0.3073362162293044, 0.2103113252343365, 0.07594628691597356, 0.27173848250945687]]","[[641349600.0, 641142700.0]]",141.41
4,"[[0.18234067592627082, 0.20572867448974738, 0.2183010802733878, 0.23503167574318395, 0.295427165964694, 0.18791406370240793, 0.12642418413925188, 0.07863078229785038, 0.16405110336291534, 0.3383060760552662, 0.1402721138092835, 0.23138055743974917]]","[[777357300.0, 777009700.0]]",155.02
4,"[[0.20763141267862695, 0.18801070727316113, 0.19754262224876834, 0.2042724625323877, 0.15409805649163677, 0.12379538470298258, 0.11804970872412059, 0.17496460683618945, 0.32654791929133153, 0.11379216314022221, 0.23796903569772082, 0.1813447528878922]]","[[755835900.0, 755732900.0]]",148.0
4,"[[0.21157386234957967, 0.16144289134217868, 0.2896180642027707, 0.16736345054785257, 0.11649210873285758, 0.24150834829814324, 0.19851934600319648, 0.18626976035203135, 0.1350569771229494, 0.22428274434651496, 0.3151285515631271, 0.3110945366079991]]","[[871505800.0, 870148700.0]]",143.8
4,"[[0.22179306346208302, 0.19975012168527434, 0.033171586123506375, 0.18877857999744224, 0.1937817886907194, 0.2278732493404412, 0.0833665748921423, 0.12180104604883048, 0.2768776729759582, 0.23786166984827803, 0.20493285685734655, 0.19011936276023667]]","[[871505800.0, 870148700.0]]",143.97
