CPUs,Input Parameters,Output,Simulation Time
16,"[[0.22022894811859448, 0.144679200911217, 0.3389001729734525, 0.2164258151208933, 0.14942915306562393, 0.24075081957100902, 0.2784199852727912, 0.16013924967814766, 0.30741135913715534, 0.08499340535160148, 0.23734361197757414, 0.23704397658509993]]","[[5168852.0, 5168852.0]]",4.21
16,"[[0.26347829628220726, 0.20941666480817295, 0.13268329674127086, 0.3000437081746214, 0.1589198666647732, 0.09052485600894977, 0.22198845267533243, 0.27507173522936734, 0.27459382462855675, 0.14681641579375473, 0.2912139860959856, 0.207365302344487]]","[[45243150.0, 45243150.0]]",4.89
16,"[[0.11563110243942802, 0.20100041079294637, 0.19828874001756736, 0.20550145433704492, 0.0956456821624635, 0.19548433131932105, 0.1377676514123121, 0.28547812041179016, 0.12612174353751532, 0.1715405166792464, 0.1613575256329332, 0.1248322494878903]]","[[64171120.0, 64171120.0]]",4.74
16,"[[0.155688151133231, 0.19913722022705893, 0.059038271853234986, 0.22369615320172845, 0.33095027752851736, 0.22566117961677457, 0.09839880673243984, 0.2479094912664015, 0.22206340889722367, 0.1784413205213007, 0.20398918607681404, 0.10278289929935724]]","[[64171120.0, 64171120.0]]",4.3
16,"[[0.18672276764865942, 0.16215778357721852, 0.29253197549343946, 0.10361208719937945, 0.18766311048569392, 0.10770873699084767, 0.2070147481331528, 0.20872690424745935, 0.1474021805185343, 0.11750451087093057, 0.0938268211544903, 0.17847872152791378]]","[[2421266.0, 2421266.0]]",6.83
16,"[[0.12141744902029804, 0.2898897620688702, 0.24064047757639118, 0.14780213064513492, 0.13971244361478222, 0.22862380281734027, 0.2012843976708774, 0.18164226578023854, 0.2376671762329977, 0.16550804432533978, 0.12942115865008452, 0.23389623478675373]]","[[55791820.0, 55791820.0]]",4.51
16,"[[0.24908315628075287, 0.2625077157850827, 0.19410349103720134, 0.194920503706822, 0.1532666744230348, 0.14370334341474533, 0.22799472080404654, 0.14693544630468836, 0.22171774920827103, 0.2773475787082411, 0.16541003040101812, 0.0030136299461320792]]","[[175811.3, 175811.3]]",7.7
16,"[[0.315201904686468, 0.22692211803243195, 0.2835874558306841, 0.1811628982376208, 0.268543637909392, 0.23404873962216954, 0.06909992847520019, 0.29914250782265017, 0.07697648324019814, 0.0018377745323598926, 0.19066817814721718, 0.34273879803862883]]","[[47578990.0, 47578990.0]]",5.61
16,"[[0.17183270115480587, 0.14729622974282575, 0.2229538821442901, 0.24206469605732997, 0.2434445241118718, 0.25032980720997344, 0.17092758989297785, 0.25701200418051495, 0.15435470165782172, 0.15411341491053648, 0.3291482065352918, 0.32722169175230387]]","[[64171120.0, 64171120.0]]",4.74
16,"[[0.047167039054665794, 0.19204588633271283, 0.3218965898369479, 0.18402868068639117, 0.08774975564342014, 0.3346895259973496, 0.1493372380664429, 0.27348388854354766, 0.17382987959204746, 0.22471573508239726, 0.24378311884514278, 0.20318892415313033]]","[[26481630.0, 26481630.0]]",5.37
16,"[[0.24565841616946144, 0.21795012547768483, 0.24565310070536928, 0.25275835784298956, 0.18142120029398284, 0.2954303508525614, 0.09205705363205406, 0.33242167243809484, 0.09871671997965754, 0.28129031299041607, 0.13526197196914386, 0.20052244553971024]]","[[15429010.0, 15429010.0]]",6.55
16,"[[0.21686526562401737, 0.17803405694518992, 0.1411595330755998, 0.16404111469187288, 0.18447261139682408, 0.18477442973161906, 0.1751367573524138, 0.3608660452615894, 0.18410392602815717, 0.10552991120753358, 0.2688708547984904, 0.12877263943325243]]","[[15429010.0, 15429010.0]]",4.91
16,"[[0.3264599079649637, 0.0971665364163008, 0.2983869348305294, 0.2940626351529281, 0.11085993912571877, 0.16972046150245126, 0.10502557568253548, 0.09442737848357025, 0.346331441283737, 0.23178237164286408, 0.07269386601234759, 0.16022244129667426]]","[[175811.3, 175811.2]]",7.59
16,"[[0.15846204701947636, 0.22851500672984462, 0.18490227224309433, 0.32148372654204815, 0.1907942010989468, 0.21364921717549468, 0.3749257546270999, 0.20458116555832548, 0.13294658362373568, 0.2929854807650806, 0.3137024048365751, 0.26470270715172856]]","[[14463190.0, 14463190.0]]",6.05
16,"[[0.2778835240238192, 0.13730365819374554, 0.06817659687636377, 0.17504710880718488, 0.22740060238520327, 0.3010034567190618, 0.2102380447749153, 0.11782155835682717, 0.12438151445768164, 0.307126553084406, 0.22393956717099692, 0.1320092294132253]]","[[1230679.0, 1230679.0]]",4.9
16,"[[0.2519600561085666, 0.08781648710986026, 0.10526092571212572, 0.09450350889386508, 0.2545296850780589, 0.07324794129496859, 0.15289272017175223, 0.19963213582559658, 0.13561734717440738, 0.16401474222002008, 0.14403719248678173, 0.27154169835343217]]","[[31821840.0, 31821840.0]]",5.13
16,"[[0.204136499307797, 0.20579273602508308, 0.26527147992690286, 0.08101130109969713, 0.2363247409419532, 0.14776369590995012, 0.261138985180794, 0.24995303366620245, 0.08180839817412425, 0.24859084576541757, 0.27100231658411966, 0.09289307191937948]]","[[2637169.0, 2637169.0]]",4.9
16,"[[0.2129033806324456, 0.24667142015557966, 0.17439353170758728, 0.1438995075085583, 0.31127093490992136, 0.1727053005897045, 0.2043219347574765, 0.25832834902990703, 0.25830315186544156, 0.21928862032232954, 0.23095036383994844, 0.4595977585881291]]","[[26484480.0, 26484480.0]]",4.0
16,"[[0.127341722052183, 0.0408560839047408, 0.27892249488837134, 0.12896424112786203, 0.2519947180526487, 0.21646693795245625, 0.17835739069525294, 0.168035133603486, 0, 0.2722043822692468, 0.1528557675529642, 0.19564629592529204]]","[[4821062.0, 4821062.0]]",4.5
16,"[[0.02941191961479936, 0.23799615749528386, 0.216639317298458, 0.03890060178321755, 0.21579964280158126, 0.25889473109357236, 0.23119586326214758, 0.31488809373002585, 0.322130712793066, 0.10017856338372363, 0.2854318256469407, 0.16548959898822396]]","[[175811.3, 175811.3]]",11.16
16,"[[0.19850519228043398, 0.242525030777413, 0.08078247868806271, 0.17447001221450947, 0.23973607945134695, 0.13268756669548304, 0.12832589922112658, 0.2671924706003241, 0.14083056869170946, 0.20258467341849473, 0.05621564225607134, 0.17313428636987355]]","[[22394820.0, 22394820.0]]",4.76
16,"[[0.25976263977311054, 0.2726662272992223, 0.3904151546621437, 0.11445798642666649, 0.17800160207251745, 0.26468493010539756, 0.12350740350418678, 0.17483377861360566, 0.16311772632944663, 0.16067321001834228, 0.20028947255481264, 0.05576688703124352]]","[[41318430.0, 41318420.0]]",5.73
16,"[[0.10829790847132754, 0.09178445264637343, 0.2343333900682108, 0.2005750176658818, 0.196719694562733, 0.13744962324935184, 0.24431807820383794, 0.10800305407882738, 0.056410061912707865, 0.24205188609924375, 0.22719814329903895, 0.3132825666925858]]","[[1230679.0, 1230679.0]]",5.41
16,"[[0.08591787848922536, 0.15766527498743407, 0.178467247075513, 0.15308094084671175, 0.16579243003266414, 0.30557628992085667, 0, 0.23471492539419203, 0.20848725101848323, 0.2502385324373477, 0.25535162116115134, 0.18574036709256855]]","[[47644860.0, 47644860.0]]",4.64
16,"[[0.35048800795059026, 0.22223782060298505, 0.1597697594351679, 0.15619601169180106, 0.2064659414730544, 0.24462629109012865, 0.15974733921613082, 0.22253705452742983, 0.284422046030358, 0.11232610068145953, 0.03175989250313199, 0.10801859474035587]]","[[64171120.0, 64171120.0]]",4.44
16,"[[0.14396106295399952, 0.29266876237082184, 0.11829737073464684, 0.1851045077951048, 0.19999741068871918, 0.246005601115532, 0.2571886878749359, 0.08341130888643451, 0.19602479551349974, 0.1933565169494127, 0.16851279979755954, 0.1497943975474429]]","[[64171120.0, 64171120.0]]",5.27
16,"[[0.20029115193000677, 0.17282611544445192, 0.2374638262110641, 0.19909775778550368, 0.12392389377597779, 0.18758122098927865, 0.11239163138927183, 0.2024933339412746, 0.2529356921297147, 0.14479121343878626, 0.2468063641877435, 0.2600029290878329]]","[[15787850.0, 15787850.0]]",6.15
16,"[[0.17692765308831615, 0.0762112115411742, 0.1282573946587291, 0.2830609126232639, 0.17380844072755602, 0.25431544326417443, 0.1462388568959661, 0.14620415737228784, 0.25586169753805754, 0.12380766084825537, 0.19268531979039102, 0.3000442426401211]]","[[42159550.0, 42159550.0]]",5.01
16,"[[0.18946715563362412, 0.30882504329508526, 0.28982915694711436, 0.21996976982381597, 0.22483314987003777, 0.3128964422539759, 0.21887760934203987, 0.19483546582636999, 0.24593097656410987, 0.20960657920074752, 0.1817899302113948, 0.2863413671194419]]","[[64171120.0, 64171120.0]]",5.6
16,"[[0.16942364539627627, 0.2206837974952906, 0.34880290246029694, 0.2877287123657229, 0.1331412136697463, 0.21085162576461913, 0.25212100814812805, 0.3741332393050655, 0.3014593954613144, 0.2559904353922546, 0.22114510438196533, 0.11294717798157536]]","[[14976510.0, 14976510.0]]",5.5
16,"[[0.25371958865978916, 0.23555098532791807, 0.1924482363548066, 0.23799795702344614, 0.2499483388771135, 0.20082458285551902, 0.3039685218251062, 0.15826050877533465, 0.2500128025930484, 0.16236657526928633, 0.1746139924967455, 0.14239134629740435]]","[[10298670.0, 10298670.0]]",4.55
16,"[[0.1962557795314407, 0.18647280776470868, 0.1921093112684614, 0.13188570012399708, 0.13748285443235808, 0.024695332664117775, 0.2648825281400931, 0.3288384446443925, 0.21596610429907528, 0.044655595503164974, 0.1757448449136747, 0.2102354106656198]]","[[64171120.0, 64171120.0]]",3.98
16,"[[0.16575231114237304, 0.2576889029144436, 0.13850100525702028, 0.10261577549632847, 0.1028475912650078, 0.16474228238739747, 0.05405018758300101, 0.15448175848728335, 0.1786138237745054, 0.2677710950933427, 0.3656971575247353, 0.22818586676195346]]","[[61518410.0, 61518410.0]]",4.67
16,"[[0.1348987346448514, 0.1794862955213364, 0.20936193729399838, 0.2581712293791109, 0.2779335611299039, 0.1676443412496449, 0.21285576893097297, 0.2206745437193903, 0.16690396518575204, 0.3818792211006724, 0.162970915235657, 0.08549559852972968]]","[[16022350.0, 16022350.0]]",5.98
16,"[[0.19328531510805413, 0.1305133885847152, 0.24790832807570926, 0.34594242672379333, 0.09631785005633094, 0.28720660280267435, 0.1983330936781551, 0.15324551441551137, 0.09336474385288339, 0.058870367345844554, 0, 0.06764301245351165]]","[[21273170.0, 21273170.0]]",4.94
16,"[[0.15042122441217548, 0.17376706434563105, 0.15938532671797134, 0.2757998207287017, 0.012286792255032764, 0.13514121514420088, 0.17695236263181183, 0.1122360965702933, 0.33057346938073795, 0.19167736112767, 0.14138049393101165, 0.2333221863462547]]","[[5450150.0, 5450150.0]]",4.79
16,"[[0.18428893019634782, 0.2078126264512023, 0.2031259373244733, 0.18936545147254863, 0.3459051565029909, 0.12762118658208169, 0.18520027407732828, 0.24302719158513572, 0.3168151207028787, 0.2259548413607049, 0.19924421318508004, 0.2424476843315779]]","[[64171120.0, 64171120.0]]",4.83
16,"[[0.13870570884751043, 0.1426199848758788, 0.15014508778828586, 0.02001090857639909, 0.34867962517958734, 0.20721438182700858, 0.11762791080027052, 0.12799216356768683, 0.2751212248005398, 0.3277270097163411, 0.13185169991351992, 0.21550475755213688]]","[[64171120.0, 64171120.0]]",5.22
16,"[[0.22693001884137423, 0.23302037101439546, 0.11367619655480364, 0.21453781179439863, 0.12853876090367972, 0.4013016974202832, 0.16792248739974525, 0.21052218309593643, 0.2674281620434702, 0.36003739284874825, 0.14960977282458823, 0.1821353953126798]]","[[7736875.0, 7736875.0]]",4.63
16,"[[0.24288006510230062, 0.1340984091802917, 0.16930726538771632, 0.17298853490843133, 0.13099846652740016, 0.22017945589615312, 0.1442492104050954, 0.30376781409833975, 0.17020912194395701, 0.14883552062181798, 0.20213869967688392, 0.17756509257447]]","[[527433.9, 527433.9]]",4.96
16,"[[0.21530782106403334, 0.10562961451235164, 0.24025598066219242, 0.29074860113265505, 0.2416060256119213, 0.11795912814291, 0.23609670416971362, 0.27833271996465636, 0.20540982418583664, 0.026907642126118486, 0.08136893743001483, 0.10296698632329207]]","[[64171120.0, 64171120.0]]",5.68
16,"[[0.2371893872915405, 0.3446140948656501, 0.3133908038131503, 0.16543915305256224, 0, 0.1098826483688549, 0.29263501741668696, 0.140395292411457, 0.16099246591755698, 0.33806958452623315, 0.11402285771097953, 0.3044346954544373]]","[[175811.3, 175811.3]]",4.92
16,"[[0.22108376699086227, 0.2197903726190941, 0.10162299837962221, 0.1937036912154066, 0.09958827554848629, 0.26271155189928186, 0.3979202990083458, 0.17266988270050126, 0.23372366651426368, 0.20739173221638324, 0.09684512682451604, 0.15962605535259575]]","[[8559648.0, 8559648.0]]",5.8
16,"[[0.14476974273227577, 0.15202849758531553, 0.2614682599752656, 0.21091280025850995, 0.11923802523468702, 0.25663599543603854, 0.31084041104853255, 0.010987320726125877, 0.13988957132948004, 0.31306807940294196, 0.31717995583220554, 0.22597297775068154]]","[[64171120.0, 64171120.0]]",4.72
16,"[[0.07935800725753425, 0.31993444370734025, 0.20787090976684594, 0.22881773995332633, 0.07316839319161789, 0.21549379125317675, 0.12070494839644753, 0.24640692547439985, 0.2623952957507104, 0.11991912535343374, 0.19075345154379914, 0.2111789824500433]]","[[35151510.0, 35151510.0]]",5.87
16,"[[0.27070146570583176, 0.15513840637191778, 0.2058858611929949, 0.3135902260624447, 0.19831134607462833, 0.2355547018461104, 0.14697568677462403, 0.06216939867897184, 0.25949313390575673, 0.3454256547383835, 0.14825354819454284, 0.018726976201685563]]","[[42370520.0, 42370520.0]]",5.41
16,"[[0.11163261851883877, 0.17133503896144855, 0.09739147061257525, 0.30629632321481104, 0.21279376598896949, 0.15718020314102954, 0.2733753797440427, 0.2971407117853569, 0.20182324363136359, 0.28925661112327583, 0.11772951650372843, 0.3659008769935712]]","[[58193540.0, 58193540.0]]",16.76
16,"[[0.3470148471703405, 0.18044149507828344, 0.186818599711129, 0.1867257217662098, 0.3951126970380143, 0.08797658745044422, 0.2702964650944132, 0.1420466866016312, 0.10057330041499214, 0.2439872975608958, 0.2728120151213601, 0.1982434959830568]]","[[64171120.0, 64171120.0]]",4.81
16,"[[0.16407211383995426, 0.24782087385664783, 0.24986406773936548, 0.2180594452928792, 0.25664298551018844, 0.09916685171209072, 0.25844162364084255, 0.17822054580100186, 0.20756928809349331, 0.27477192272234063, 0.11560034814433737, 0.21300330713408164]]","[[1230679.0, 1230679.0]]",4.62
16,"[[0.20708447064078583, 0.28161386024837193, 0.0314755118241295, 0.2783676097866652, 0.20272781557476927, 0.2243918623041967, 0.1885619079788331, 0.055990038843588524, 0.21483772488066244, 0.24227345973179087, 0.23920471058068757, 0.2182218850782419]]","[[64171120.0, 64171120.0]]",96.02
16,"[[0.33490395295540965, 0.2555005883262359, 0.2012620780072472, 0.20940180898859936, 0.23053744909910295, 0.18194488160498473, 0.35024432486705714, 0.12087953630539645, 0.1693435824259823, 0.12653530070953295, 0.17834334495818094, 0.22392822725314565]]","[[52136770.0, 52136770.0]]",4.96
16,"[[0.09997107421653864, 0.2691426723978792, 0.26794053708817667, 0.3176820394357424, 0.3736015485843516, 0.05200630840344175, 0.16449085766226362, 0.11059507702710147, 0.2303202432672105, 0.13759579816663323, 0.26516457432033386, 0.14303047412808034]]","[[64171120.0, 64171120.0]]",42.05
16,"[[0.40304058667765497, 0.29406530435344164, 0.25883044427534657, 0.26015541409641463, 0.16754291722463782, 0.37860890222864174, 0.20258507429390468, 0.23931534649880323, 0.13664907493260076, 0.14289562008146578, 0.28493461818113164, 0.12560501864283322]]","[[61684270.0, 61684270.0]]",24.55
16,"[[0.20781019421123037, 0.19834504717162643, 0.3091581958726398, 0.13456726521676177, 0.2841280229155329, 0.297440580137081, 0.16968828486230572, 0.1019190721178232, 0.27110733713875346, 0.12899242475855927, 0.04640436837907452, 0.19114739008084483]]","[[64171120.0, 64171120.0]]",5.44
16,"[[0.092446370711051, 0.21336330749538987, 0.00295534711057438, 0.12090120627743489, 0.2732551567607623, 0.2821605119272219, 0.2989666369687387, 0.2161811680582987, 0.11545261804790106, 0.14051028356900092, 0.2351151088935166, 0.250846200036138]]","[[29451120.0, 29451120.0]]",5.06
16,"[[0.09856681700462483, 0.18410446835986885, 0.11016805951394419, 0.06845909973855266, 0.22899973224744788, 0.1976252294760373, 0.19621137718119225, 0.13350427239232956, 0.300026787651537, 0.23680055342381207, 0.19814337018853767, 0.2901854922731236]]","[[50548470.0, 50548470.0]]",5.68
16,"[[0.3045865226468999, 0.19444172075687333, 0.25327383107605794, 0.06018199429212695, 0.15520535981122663, 0.22165607436280965, 0.30707001965737, 0.28317996919294525, 0.22665393415855217, 0.20355355712485296, 0.09964002720596069, 0.11782239011811596]]","[[64171120.0, 64171120.0]]",6.14
16,"[[0.1287264314839326, 0.22607142939139188, 0.14071151942029092, 0.26771538502343933, 0.3012729927405185, 0.31643221027092633, 0.158636877623421, 0.1505738765814459, 0.15008093812895376, 0.1567668511797502, 0.32233410570388865, 0.2199937764147443]]","[[47386560.0, 47386560.0]]",5.4
16,"[[0.11987498023852504, 0.11751315367095408, 0.21508393287952696, 0.1795174422238685, 0.16061930162133822, 0, 0.1086009079042697, 0.26957612882380144, 0.18694143074612538, 0.2541743064787841, 0.35686912277717664, 0.2618478435333239]]","[[1230679.0, 1230679.0]]",5.74
16,"[[0.2905362276838891, 0.24069339344841348, 0.23069440731173926, 0.26180656621255016, 0.06696068715292183, 0.05817403739797461, 0.28836441300928883, 0.23659598187211364, 0.0523082211041436, 0.17783667188241065, 0.2186907517941, 0.1750033395454888]]","[[527433.9, 527433.9]]",4.62
16,"[[0.1379012201151272, 0.25473795303076274, 0.17704144627046825, 0.11779666806893985, 0.21108965854091624, 0.12572528533432792, 0.24578525081969266, 0.20746744675892057, 0.09129762203783962, 0.17992154916994382, 0.3038736471693337, 0.32398741378445284]]","[[46775010.0, 46775010.0]]",5.05
16,"[[0.2286025096466507, 0.2787806038917491, 0.23227222341365655, 0.10649832399802973, 0.32551475881353475, 0.24273972082012085, 0.22099373069678618, 0.22671290269789843, 0.11030992576582287, 0.2980644601291634, 0.22266487774257124, 0.16991983924703855]]","[[64171120.0, 64171120.0]]",5.38
16,"[[0.22504453146994147, 0.15021301582025207, 0.198724282917447, 0.09932837252062648, 0.22333269718739407, 0.3487159317002787, 0.10219359200948112, 0.1771568688181835, 0.03591668261170344, 0.06934587899304712, 0.1886808882434035, 0.22284672725784965]]","[[64171120.0, 64171100.0]]",5.82
16,"[[0.31706842006218744, 0.04630044714164183, 0.13469657470022106, 0.2039997986130768, 0.2174615966794395, 0.27189766475644694, 0.11621056576351761, 0.3424898133163127, 0.15850742342705776, 0.22081525580179615, 0.25923535109831936, 0.09055533307526266]]","[[64171120.0, 64171120.0]]",6.03
16,"[[0.2692227705978643, 0.16723511244434613, 0.16774588691790193, 0.20893048657748173, 0.26409257231005145, 0.11512866808012527, 0.19527384408139473, 0.3110111338950829, 0.19791216372177634, 0.25824851612266553, 0.20761569989636755, 0.1693681957330278]]","[[64171120.0, 64171120.0]]",4.44
16,"[[0.2626168898926912, 0.12100745399687762, 0.286321154357652, 0.050546465619690395, 0.09196147173910206, 0.18607788880229187, 0.24265118307577843, 0.2612939655194881, 0.21254869856856284, 0.28382936858970303, 0.1667211311061882, 0.18309325690731812]]","[[58193540.0, 58193540.0]]",4.55
16,"[[0.18589177035739385, 0.33351012654601075, 0.07816778304022622, 0.40306905926540815, 0.1213169709838227, 0.17821532712542, 0.2264374623163191, 0.2191777010518827, 0.02366871196236464, 0.25230248416121603, 0.22590779561861263, 0.20564163508216454]]","[[64171120.0, 64171120.0]]",4.82
16,"[[0.13272965610024073, 0.10208244958236401, 0.051276851938635154, 0.15432286579273863, 0.060403426089994605, 0.10522492796963556, 0.17318657297536946, 0.2440467551047828, 0.24854060519207705, 0.29600522077512403, 0.21101184710749743, 0.11175378258508413]]","[[2637169.0, 2637169.0]]",5.68
16,"[[0.24029781189858487, 0.3065761772304071, 0.14308226809663696, 0.1338972055866167, 0.24516325494053234, 0.23249077442009, 0.2804775588462587, 0.2803692961152614, 0.33557087008970193, 0.26046379397782826, 0.310302617129696, 0.24190635868398186]]","[[61642110.0, 61642110.0]]",6.56
16,"[[0.18101033639872072, 0.2748355021842127, 0.15745731819031922, 0.2424183023802526, 0.28162410838790836, 0.32144854056970584, 0.28302827282472554, 0, 0.18445247950519378, 0.23840215457447037, 0.10819905052899366, 0.13592554944905627]]","[[1213357.0, 1213357.0]]",6.71
16,"[[0.059065024877624134, 0.21172812263161772, 0.27171758891339487, 0.16111996219141583, 0.17966279868034266, 0.16272834459741176, 0.28610558220825655, 0.19156246313673866, 0.224456261250825, 0.0653948261395125, 0.17785319886791268, 0.3020881458108214]]","[[60199440.0, 60199440.0]]",4.94
16,"[[0.15664707972388256, 0.2828704219452991, 0.3026191630960509, 0.1975989593440279, 0.23455211609562865, 0.28473704008827516, 0.13207081337943724, 0.23311993196791547, 0.2906600240484464, 0.4243699375137642, 0.13346991958438914, 0.34819297415827355]]","[[64171120.0, 64171120.0]]",5.87
16,"[[0.1531873928867698, 0.20330440658423268, 0.12106514893789741, 0.2484133658597142, 0.2043201219273834, 0.04102112561301244, 0.20574552943622298, 0.10548688017527871, 0.1731451483929173, 0.322070311856265, 0.1642490449118577, 0.19460919423364884]]","[[175811.3, 175811.3]]",5.16
16,"[[0.2411324296846069, 0.15960447989108467, 0.2735615142385044, 0.271564099236566, 0.32022254406304274, 0.27476081297239735, 0.32130033544845527, 0.2653271940751994, 0.24488213688918675, 0.17174867426733623, 0.17247837984960115, 0.16176814243555004]]","[[64171120.0, 64171120.0]]",6.45
16,"[[0.10328955229617755, 0.23981904850533542, 0.15211157860226465, 0.17681936747477575, 0.11349416833494938, 0.15961101879784584, 0.22430408638117294, 0.06930774997042807, 0.15712020126698484, 0.12142110543929421, 0.0889461383520285, 0.07711029161728224]]","[[37096180.0, 37096180.0]]",8.22
16,"[[0.3667212487211745, 0.13959637713069795, 0.22563039826406295, 0.23256437393359866, 0.27077365971935363, 0.2676913220382096, 0.1801764823239567, 0.2119931260356729, 0.2191859163890475, 0.24688315605289118, 0.24053561859173403, 0.3746009277155101]]","[[64171120.0, 64171120.0]]",5.53
16,"[[0.2509454703183522, 0.24512645624884413, 0.3319022837103863, 0.33749525276770936, 0.219955464173947, 0.19285527499029217, 0.18601868320949935, 0.18465437035293691, 0.19289418273192196, 0.2614578219577707, 0.20874724360481828, 0.13280476996318444]]","[[64171120.0, 64171120.0]]",4.38
16,"[[0.14198823464882823, 0.22466979749402316, 0.23622450964404829, 0.2910846956195895, 0.22565501787313486, 0.3277355198182551, 0.07495451423499871, 0.14435620904031773, 0.21851043522696748, 0.18237072178915484, 0.20598797787660253, 0.18769376211333497]]","[[47569040.0, 47569040.0]]",5.03
16,"[[0.06989253028969089, 0.1664757748509087, 0.2425443679204975, 0.11135141445138919, 0.2944809727113636, 0.17532587033166938, 0.13996305770678782, 0.15663173746521047, 0.1316452907200339, 0.21108975487869638, 0.06196399827224164, 0.13680100412433388]]","[[64171120.0, 64171110.0]]",4.14
16,"[[0.2093935210073284, 0.02622846098513862, 0.1757764747593641, 0.24650211863640595, 0.03125539440436642, 0.23697791148782799, 0.2161358547050511, 0.13762316338643502, 0.1442986198473568, 0.1313226789942975, 0.28141938629124247, 0.15381082292752568]]","[[64171120.0, 64171100.0]]",97.72
